Date,Month,Weekday,DayType,Hour,Base,Total_Trips
2014-04-12,Apr,Sat,Weekend,3,B02598,61
2014-04-12,Apr,Sat,Weekend,3,B02617,28
2014-04-12,Apr,Sat,Weekend,3,B02682,73
2014-04-12,Apr,Sat,Weekend,3,B02764,3
2014-04-12,Apr,Sat,Weekend,4,B02512,8
2014-04-12,Apr,Sat,Weekend,4,B02598,56
2014-04-12,Apr,Sat,Weekend,4,B02617,32
2014-04-12,Apr,Sat,Weekend,4,B02682,59
2014-04-12,Apr,Sat,Weekend,4,B02764,4
2014-04-12,Apr,Sat,Weekend,5,B02512,8
2014-04-12,Apr,Sat,Weekend,5,B02598,48
2014-04-12,Apr,Sat,Weekend,5,B02617,29
2014-04-12,Apr,Sat,Weekend,5,B02682,80
2014-04-12,Apr,Sat,Weekend,5,B02764,5
2014-04-12,Apr,Sat,Weekend,6,B02512,8
2014-04-12,Apr,Sat,Weekend,6,B02598,75
2014-04-12,Apr,Sat,Weekend,6,B02617,41
2014-04-12,Apr,Sat,Weekend,6,B02682,74
2014-04-12,Apr,Sat,Weekend,6,B02764,2
2014-04-12,Apr,Sat,Weekend,7,B02512,13
2014-04-12,Apr,Sat,Weekend,7,B02598,76
2014-04-12,Apr,Sat,Weekend,7,B02617,46
2014-04-12,Apr,Sat,Weekend,7,B02682,113
2014-04-12,Apr,Sat,Weekend,7,B02764,7
2014-04-12,Apr,Sat,Weekend,8,B02512,13
2014-04-12,Apr,Sat,Weekend,8,B02598,100
2014-04-12,Apr,Sat,Weekend,8,B02617,65
2014-04-12,Apr,Sat,Weekend,8,B02682,161
2014-04-12,Apr,Sat,Weekend,8,B02764,5
2014-04-12,Apr,Sat,Weekend,9,B02512,22
2014-04-12,Apr,Sat,Weekend,9,B02598,126
2014-04-12,Apr,Sat,Weekend,9,B02617,82
2014-04-12,Apr,Sat,Weekend,9,B02682,173
2014-04-12,Apr,Sat,Weekend,9,B02764,6
2014-04-12,Apr,Sat,Weekend,10,B02512,32
2014-04-12,Apr,Sat,Weekend,10,B02598,148
2014-04-12,Apr,Sat,Weekend,10,B02617,110
2014-04-12,Apr,Sat,Weekend,10,B02682,211
2014-04-12,Apr,Sat,Weekend,10,B02764,13
2014-04-12,Apr,Sat,Weekend,11,B02512,32
2014-04-12,Apr,Sat,Weekend,11,B02598,151
2014-04-12,Apr,Sat,Weekend,11,B02617,122
2014-04-12,Apr,Sat,Weekend,11,B02682,229
2014-04-12,Apr,Sat,Weekend,11,B02764,10
2014-04-12,Apr,Sat,Weekend,12,B02512,40
2014-04-12,Apr,Sat,Weekend,12,B02598,193
2014-04-12,Apr,Sat,Weekend,12,B02617,125
2014-04-12,Apr,Sat,Weekend,12,B02682,241
2014-04-12,Apr,Sat,Weekend,12,B02764,12
2014-04-12,Apr,Sat,Weekend,13,B02512,33
2014-04-12,Apr,Sat,Weekend,13,B02598,208
2014-04-12,Apr,Sat,Weekend,13,B02617,118
2014-04-12,Apr,Sat,Weekend,13,B02682,252
2014-04-12,Apr,Sat,Weekend,13,B02764,17
2014-04-12,Apr,Sat,Weekend,14,B02512,52
2014-04-12,Apr,Sat,Weekend,14,B02598,236
2014-04-12,Apr,Sat,Weekend,14,B02617,139
2014-04-12,Apr,Sat,Weekend,14,B02682,268
2014-04-12,Apr,Sat,Weekend,14,B02764,20
2014-04-12,Apr,Sat,Weekend,15,B02512,61
2014-04-12,Apr,Sat,Weekend,15,B02598,352
2014-04-12,Apr,Sat,Weekend,15,B02617,208
2014-04-12,Apr,Sat,Weekend,15,B02682,439
2014-04-12,Apr,Sat,Weekend,15,B02764,23
2014-04-12,Apr,Sat,Weekend,16,B02512,75
2014-04-12,Apr,Sat,Weekend,16,B02598,445
2014-04-12,Apr,Sat,Weekend,16,B02617,235
2014-04-12,Apr,Sat,Weekend,16,B02682,509
2014-04-12,Apr,Sat,Weekend,16,B02764,28
2014-04-12,Apr,Sat,Weekend,17,B02512,71
2014-04-12,Apr,Sat,Weekend,17,B02598,391
2014-04-12,Apr,Sat,Weekend,17,B02617,234
2014-04-12,Apr,Sat,Weekend,17,B02682,506
2014-04-12,Apr,Sat,Weekend,17,B02764,28
2014-04-12,Apr,Sat,Weekend,18,B02512,88
2014-04-12,Apr,Sat,Weekend,18,B02598,519
2014-04-12,Apr,Sat,Weekend,18,B02617,270
2014-04-12,Apr,Sat,Weekend,18,B02682,697
2014-04-12,Apr,Sat,Weekend,18,B02764,43
2014-04-12,Apr,Sat,Weekend,19,B02512,67
2014-04-12,Apr,Sat,Weekend,19,B02598,412
2014-04-12,Apr,Sat,Weekend,19,B02617,228
2014-04-12,Apr,Sat,Weekend,19,B02682,543
2014-04-12,Apr,Sat,Weekend,19,B02764,21
2014-04-12,Apr,Sat,Weekend,20,B02512,80
2014-04-12,Apr,Sat,Weekend,20,B02598,346
2014-04-12,Apr,Sat,Weekend,20,B02617,189
2014-04-12,Apr,Sat,Weekend,20,B02682,429
2014-04-12,Apr,Sat,Weekend,20,B02764,19
2014-04-12,Apr,Sat,Weekend,21,B02512,97
2014-04-12,Apr,Sat,Weekend,21,B02598,447
2014-04-12,Apr,Sat,Weekend,21,B02617,234
2014-04-12,Apr,Sat,Weekend,21,B02682,574
2014-04-12,Apr,Sat,Weekend,21,B02764,30
2014-04-12,Apr,Sat,Weekend,22,B02512,91
2014-04-12,Apr,Sat,Weekend,22,B02598,559
2014-04-12,Apr,Sat,Weekend,22,B02617,282
2014-04-12,Apr,Sat,Weekend,22,B02682,685
2014-04-12,Apr,Sat,Weekend,22,B02764,31
2014-04-12,Apr,Sat,Weekend,23,B02512,98
2014-04-12,Apr,Sat,Weekend,23,B02598,498
2014-04-12,Apr,Sat,Weekend,23,B02617,260
2014-04-12,Apr,Sat,Weekend,23,B02682,587
2014-04-12,Apr,Sat,Weekend,23,B02764,18
2014-04-13,Apr,Sun,Weekend,0,B02512,63
2014-04-13,Apr,Sun,Weekend,0,B02598,401
2014-04-13,Apr,Sun,Weekend,0,B02617,190
2014-04-13,Apr,Sun,Weekend,0,B02682,455
2014-04-13,Apr,Sun,Weekend,0,B02764,21
2014-04-13,Apr,Sun,Weekend,1,B02512,32
2014-04-13,Apr,Sun,Weekend,1,B02598,232
2014-04-13,Apr,Sun,Weekend,1,B02617,115
2014-04-13,Apr,Sun,Weekend,1,B02682,284
2014-04-13,Apr,Sun,Weekend,1,B02764,7
2014-04-13,Apr,Sun,Weekend,2,B02512,17
2014-04-13,Apr,Sun,Weekend,2,B02598,108
2014-04-13,Apr,Sun,Weekend,2,B02617,59
2014-04-13,Apr,Sun,Weekend,2,B02682,148
2014-04-13,Apr,Sun,Weekend,2,B02764,5
2014-04-13,Apr,Sun,Weekend,3,B02512,17
2014-04-13,Apr,Sun,Weekend,3,B02598,70
2014-04-13,Apr,Sun,Weekend,3,B02617,49
2014-04-13,Apr,Sun,Weekend,3,B02682,94
2014-04-13,Apr,Sun,Weekend,3,B02764,6
2014-04-13,Apr,Sun,Weekend,4,B02512,11
2014-04-13,Apr,Sun,Weekend,4,B02598,52
2014-04-13,Apr,Sun,Weekend,4,B02617,29
2014-04-13,Apr,Sun,Weekend,4,B02682,61
2014-04-13,Apr,Sun,Weekend,4,B02764,2
2014-04-13,Apr,Sun,Weekend,5,B02512,5
2014-04-13,Apr,Sun,Weekend,5,B02598,45
2014-04-13,Apr,Sun,Weekend,5,B02617,25
2014-04-13,Apr,Sun,Weekend,5,B02682,54
2014-04-13,Apr,Sun,Weekend,5,B02764,1
2014-04-13,Apr,Sun,Weekend,6,B02512,9
2014-04-13,Apr,Sun,Weekend,6,B02598,53
2014-04-13,Apr,Sun,Weekend,6,B02617,36
2014-04-13,Apr,Sun,Weekend,6,B02682,79
2014-04-13,Apr,Sun,Weekend,6,B02764,2
2014-04-13,Apr,Sun,Weekend,7,B02512,7
2014-04-13,Apr,Sun,Weekend,7,B02598,59
2014-04-13,Apr,Sun,Weekend,7,B02617,49
2014-04-13,Apr,Sun,Weekend,7,B02682,99
2014-04-13,Apr,Sun,Weekend,7,B02764,3
2014-04-13,Apr,Sun,Weekend,8,B02512,20
2014-04-13,Apr,Sun,Weekend,8,B02598,83
2014-04-13,Apr,Sun,Weekend,8,B02617,70
2014-04-13,Apr,Sun,Weekend,8,B02682,118
2014-04-13,Apr,Sun,Weekend,8,B02764,3
2014-04-13,Apr,Sun,Weekend,9,B02512,33
2014-04-13,Apr,Sun,Weekend,9,B02598,140
2014-04-13,Apr,Sun,Weekend,9,B02617,95
2014-04-13,Apr,Sun,Weekend,9,B02682,163
2014-04-13,Apr,Sun,Weekend,9,B02764,8
2014-04-13,Apr,Sun,Weekend,10,B02512,32
2014-04-13,Apr,Sun,Weekend,10,B02598,162
2014-04-13,Apr,Sun,Weekend,10,B02617,108
2014-04-13,Apr,Sun,Weekend,10,B02682,178
2014-04-13,Apr,Sun,Weekend,10,B02764,9
2014-04-13,Apr,Sun,Weekend,11,B02512,51
2014-04-13,Apr,Sun,Weekend,11,B02598,188
2014-04-13,Apr,Sun,Weekend,11,B02617,132
2014-04-13,Apr,Sun,Weekend,11,B02682,201
2014-04-13,Apr,Sun,Weekend,11,B02764,9
2014-04-13,Apr,Sun,Weekend,12,B02512,37
2014-04-13,Apr,Sun,Weekend,12,B02598,174
2014-04-13,Apr,Sun,Weekend,12,B02617,139
2014-04-13,Apr,Sun,Weekend,12,B02682,224
2014-04-13,Apr,Sun,Weekend,12,B02764,6
2014-04-13,Apr,Sun,Weekend,13,B02512,38
2014-04-13,Apr,Sun,Weekend,13,B02598,184
2014-04-13,Apr,Sun,Weekend,13,B02617,145
2014-04-13,Apr,Sun,Weekend,13,B02682,277
2014-04-13,Apr,Sun,Weekend,13,B02764,8
2014-04-13,Apr,Sun,Weekend,14,B02512,48
2014-04-13,Apr,Sun,Weekend,14,B02598,248
2014-04-13,Apr,Sun,Weekend,14,B02617,151
2014-04-13,Apr,Sun,Weekend,14,B02682,279
2014-04-13,Apr,Sun,Weekend,14,B02764,14
2014-04-13,Apr,Sun,Weekend,15,B02512,66
2014-04-13,Apr,Sun,Weekend,15,B02598,242
2014-04-13,Apr,Sun,Weekend,15,B02617,174
2014-04-13,Apr,Sun,Weekend,15,B02682,311
2014-04-13,Apr,Sun,Weekend,15,B02764,19
2014-04-13,Apr,Sun,Weekend,16,B02512,65
2014-04-13,Apr,Sun,Weekend,16,B02598,261
2014-04-13,Apr,Sun,Weekend,16,B02617,175
2014-04-13,Apr,Sun,Weekend,16,B02682,360
2014-04-13,Apr,Sun,Weekend,16,B02764,17
2014-04-13,Apr,Sun,Weekend,17,B02512,52
2014-04-13,Apr,Sun,Weekend,17,B02598,240
2014-04-13,Apr,Sun,Weekend,17,B02617,134
2014-04-13,Apr,Sun,Weekend,17,B02682,333
2014-04-13,Apr,Sun,Weekend,17,B02764,16
2014-04-13,Apr,Sun,Weekend,18,B02512,43
2014-04-13,Apr,Sun,Weekend,18,B02598,183
2014-04-13,Apr,Sun,Weekend,18,B02617,109
2014-04-13,Apr,Sun,Weekend,18,B02682,299
2014-04-13,Apr,Sun,Weekend,18,B02764,13
2014-04-13,Apr,Sun,Weekend,19,B02512,38
2014-04-13,Apr,Sun,Weekend,19,B02598,176
2014-04-13,Apr,Sun,Weekend,19,B02617,82
2014-04-13,Apr,Sun,Weekend,19,B02682,252
2014-04-13,Apr,Sun,Weekend,19,B02764,6
2014-04-13,Apr,Sun,Weekend,20,B02512,29
2014-04-13,Apr,Sun,Weekend,20,B02598,152
2014-04-13,Apr,Sun,Weekend,20,B02617,75
2014-04-13,Apr,Sun,Weekend,20,B02682,221
2014-04-13,Apr,Sun,Weekend,20,B02764,13
2014-04-13,Apr,Sun,Weekend,21,B02512,29
2014-04-13,Apr,Sun,Weekend,21,B02598,155
2014-04-13,Apr,Sun,Weekend,21,B02617,74
2014-04-13,Apr,Sun,Weekend,21,B02682,249
2014-04-13,Apr,Sun,Weekend,21,B02764,7
2014-04-13,Apr,Sun,Weekend,22,B02512,24
2014-04-13,Apr,Sun,Weekend,22,B02598,125
2014-04-13,Apr,Sun,Weekend,22,B02617,57
2014-04-13,Apr,Sun,Weekend,22,B02682,170
2014-04-13,Apr,Sun,Weekend,22,B02764,9
2014-04-13,Apr,Sun,Weekend,23,B02512,17
2014-04-13,Apr,Sun,Weekend,23,B02598,70
2014-04-13,Apr,Sun,Weekend,23,B02617,44
2014-04-13,Apr,Sun,Weekend,23,B02682,91
2014-04-13,Apr,Sun,Weekend,23,B02764,6
2014-04-14,Apr,Mon,Weekday,0,B02512,6
2014-04-14,Apr,Mon,Weekday,0,B02598,40
2014-04-14,Apr,Mon,Weekday,0,B02617,23
2014-04-14,Apr,Mon,Weekday,0,B02682,49
2014-04-14,Apr,Mon,Weekday,0,B02764,1
2014-04-14,Apr,Mon,Weekday,1,B02512,3
2014-04-14,Apr,Mon,Weekday,1,B02598,13
2014-04-14,Apr,Mon,Weekday,1,B02617,10
2014-04-14,Apr,Mon,Weekday,1,B02682,22
2014-04-14,Apr,Mon,Weekday,2,B02512,2
2014-04-14,Apr,Mon,Weekday,2,B02598,16
2014-04-14,Apr,Mon,Weekday,2,B02617,7
2014-04-14,Apr,Mon,Weekday,2,B02682,19
2014-04-14,Apr,Mon,Weekday,2,B02764,1
2014-04-14,Apr,Mon,Weekday,3,B02512,5
2014-04-14,Apr,Mon,Weekday,3,B02598,39
2014-04-14,Apr,Mon,Weekday,3,B02617,20
2014-04-14,Apr,Mon,Weekday,3,B02682,57
2014-04-14,Apr,Mon,Weekday,3,B02764,1
2014-04-14,Apr,Mon,Weekday,4,B02512,9
2014-04-14,Apr,Mon,Weekday,4,B02598,61
2014-04-14,Apr,Mon,Weekday,4,B02617,32
2014-04-14,Apr,Mon,Weekday,4,B02682,102
2014-04-14,Apr,Mon,Weekday,4,B02764,4
2014-04-14,Apr,Mon,Weekday,5,B02512,22
2014-04-14,Apr,Mon,Weekday,5,B02598,117
2014-04-14,Apr,Mon,Weekday,5,B02617,75
2014-04-14,Apr,Mon,Weekday,5,B02682,160
2014-04-14,Apr,Mon,Weekday,5,B02764,4
2014-04-14,Apr,Mon,Weekday,6,B02512,51
2014-04-14,Apr,Mon,Weekday,6,B02598,199
2014-04-14,Apr,Mon,Weekday,6,B02617,141
2014-04-14,Apr,Mon,Weekday,6,B02682,281
2014-04-14,Apr,Mon,Weekday,6,B02764,10
2014-04-14,Apr,Mon,Weekday,7,B02512,60
2014-04-14,Apr,Mon,Weekday,7,B02598,277
2014-04-14,Apr,Mon,Weekday,7,B02617,178
2014-04-14,Apr,Mon,Weekday,7,B02682,382
2014-04-14,Apr,Mon,Weekday,7,B02764,14
2014-04-14,Apr,Mon,Weekday,8,B02512,48
2014-04-14,Apr,Mon,Weekday,8,B02598,219
2014-04-14,Apr,Mon,Weekday,8,B02617,146
2014-04-14,Apr,Mon,Weekday,8,B02682,305
2014-04-14,Apr,Mon,Weekday,8,B02764,12
2014-04-14,Apr,Mon,Weekday,9,B02512,44
2014-04-14,Apr,Mon,Weekday,9,B02598,140
2014-04-14,Apr,Mon,Weekday,9,B02617,113
2014-04-14,Apr,Mon,Weekday,9,B02682,185
2014-04-14,Apr,Mon,Weekday,9,B02764,9
2014-04-14,Apr,Mon,Weekday,10,B02512,33
2014-04-14,Apr,Mon,Weekday,10,B02598,136
2014-04-14,Apr,Mon,Weekday,10,B02617,88
2014-04-14,Apr,Mon,Weekday,10,B02682,177
2014-04-14,Apr,Mon,Weekday,10,B02764,9
2014-04-14,Apr,Mon,Weekday,11,B02512,26
2014-04-14,Apr,Mon,Weekday,11,B02598,135
2014-04-14,Apr,Mon,Weekday,11,B02617,102
2014-04-14,Apr,Mon,Weekday,11,B02682,168
2014-04-14,Apr,Mon,Weekday,11,B02764,12
2014-04-14,Apr,Mon,Weekday,12,B02512,46
2014-04-14,Apr,Mon,Weekday,12,B02598,132
2014-04-14,Apr,Mon,Weekday,12,B02617,100
2014-04-14,Apr,Mon,Weekday,12,B02682,208
2014-04-14,Apr,Mon,Weekday,12,B02764,8
2014-04-14,Apr,Mon,Weekday,13,B02512,34
2014-04-14,Apr,Mon,Weekday,13,B02598,166
2014-04-14,Apr,Mon,Weekday,13,B02617,108
2014-04-14,Apr,Mon,Weekday,13,B02682,219
2014-04-14,Apr,Mon,Weekday,13,B02764,11
2014-04-14,Apr,Mon,Weekday,14,B02512,53
2014-04-14,Apr,Mon,Weekday,14,B02598,225
2014-04-14,Apr,Mon,Weekday,14,B02617,135
2014-04-14,Apr,Mon,Weekday,14,B02682,297
2014-04-14,Apr,Mon,Weekday,14,B02764,12
2014-04-14,Apr,Mon,Weekday,15,B02512,53
2014-04-14,Apr,Mon,Weekday,15,B02598,313
2014-04-14,Apr,Mon,Weekday,15,B02617,186
2014-04-14,Apr,Mon,Weekday,15,B02682,371
2014-04-14,Apr,Mon,Weekday,15,B02764,21
2014-04-14,Apr,Mon,Weekday,16,B02512,52
2014-04-14,Apr,Mon,Weekday,16,B02598,328
2014-04-14,Apr,Mon,Weekday,16,B02617,207
2014-04-14,Apr,Mon,Weekday,16,B02682,421
2014-04-14,Apr,Mon,Weekday,16,B02764,22
2014-04-14,Apr,Mon,Weekday,17,B02512,72
2014-04-14,Apr,Mon,Weekday,17,B02598,298
2014-04-14,Apr,Mon,Weekday,17,B02617,198
2014-04-14,Apr,Mon,Weekday,17,B02682,375
2014-04-14,Apr,Mon,Weekday,17,B02764,22
2014-04-14,Apr,Mon,Weekday,18,B02512,51
2014-04-14,Apr,Mon,Weekday,18,B02598,236
2014-04-14,Apr,Mon,Weekday,18,B02617,134
2014-04-14,Apr,Mon,Weekday,18,B02682,286
2014-04-14,Apr,Mon,Weekday,18,B02764,14
2014-04-14,Apr,Mon,Weekday,19,B02512,47
2014-04-14,Apr,Mon,Weekday,19,B02598,202
2014-04-14,Apr,Mon,Weekday,19,B02617,109
2014-04-14,Apr,Mon,Weekday,19,B02682,274
2014-04-14,Apr,Mon,Weekday,19,B02764,11
2014-04-14,Apr,Mon,Weekday,20,B02512,47
2014-04-14,Apr,Mon,Weekday,20,B02598,211
2014-04-14,Apr,Mon,Weekday,20,B02617,108
2014-04-14,Apr,Mon,Weekday,20,B02682,297
2014-04-14,Apr,Mon,Weekday,20,B02764,14
2014-04-14,Apr,Mon,Weekday,21,B02512,45
2014-04-14,Apr,Mon,Weekday,21,B02598,188
2014-04-14,Apr,Mon,Weekday,21,B02617,107
2014-04-14,Apr,Mon,Weekday,21,B02682,263
2014-04-14,Apr,Mon,Weekday,21,B02764,17
2014-04-14,Apr,Mon,Weekday,22,B02512,31
2014-04-14,Apr,Mon,Weekday,22,B02598,113
2014-04-14,Apr,Mon,Weekday,22,B02617,90
2014-04-14,Apr,Mon,Weekday,22,B02682,200
2014-04-14,Apr,Mon,Weekday,22,B02764,9
2014-04-14,Apr,Mon,Weekday,23,B02512,14
2014-04-14,Apr,Mon,Weekday,23,B02598,85
2014-04-14,Apr,Mon,Weekday,23,B02617,43
2014-04-14,Apr,Mon,Weekday,23,B02682,110
2014-04-14,Apr,Mon,Weekday,23,B02764,5
2014-04-15,Apr,Tue,Weekday,0,B02512,9
2014-04-15,Apr,Tue,Weekday,0,B02598,36
2014-04-15,Apr,Tue,Weekday,0,B02617,25
2014-04-15,Apr,Tue,Weekday,0,B02682,66
2014-04-15,Apr,Tue,Weekday,0,B02764,1
2014-04-15,Apr,Tue,Weekday,1,B02512,1
2014-04-15,Apr,Tue,Weekday,1,B02598,20
2014-04-15,Apr,Tue,Weekday,1,B02617,18
2014-04-15,Apr,Tue,Weekday,1,B02682,31
2014-04-15,Apr,Tue,Weekday,1,B02764,1
2014-04-15,Apr,Tue,Weekday,2,B02512,1
2014-04-15,Apr,Tue,Weekday,2,B02598,18
2014-04-15,Apr,Tue,Weekday,2,B02617,16
2014-04-15,Apr,Tue,Weekday,2,B02682,26
2014-04-15,Apr,Tue,Weekday,3,B02512,6
2014-04-15,Apr,Tue,Weekday,3,B02598,32
2014-04-15,Apr,Tue,Weekday,3,B02617,26
2014-04-15,Apr,Tue,Weekday,3,B02682,39
2014-04-15,Apr,Tue,Weekday,3,B02764,1
2014-04-15,Apr,Tue,Weekday,4,B02512,8
2014-04-15,Apr,Tue,Weekday,4,B02598,42
2014-04-15,Apr,Tue,Weekday,4,B02617,32
2014-04-15,Apr,Tue,Weekday,4,B02682,55
2014-04-15,Apr,Tue,Weekday,4,B02764,4
2014-04-15,Apr,Tue,Weekday,5,B02512,16
2014-04-15,Apr,Tue,Weekday,5,B02598,84
2014-04-15,Apr,Tue,Weekday,5,B02617,60
2014-04-15,Apr,Tue,Weekday,5,B02682,114
2014-04-15,Apr,Tue,Weekday,5,B02764,3
2014-04-15,Apr,Tue,Weekday,6,B02512,34
2014-04-15,Apr,Tue,Weekday,6,B02598,157
2014-04-15,Apr,Tue,Weekday,6,B02617,118
2014-04-15,Apr,Tue,Weekday,6,B02682,248
2014-04-15,Apr,Tue,Weekday,6,B02764,7
2014-04-15,Apr,Tue,Weekday,7,B02512,49
2014-04-15,Apr,Tue,Weekday,7,B02598,286
2014-04-15,Apr,Tue,Weekday,7,B02617,223
2014-04-15,Apr,Tue,Weekday,7,B02682,422
2014-04-15,Apr,Tue,Weekday,7,B02764,12
2014-04-15,Apr,Tue,Weekday,8,B02512,49
2014-04-15,Apr,Tue,Weekday,8,B02598,299
2014-04-15,Apr,Tue,Weekday,8,B02617,198
2014-04-15,Apr,Tue,Weekday,8,B02682,369
2014-04-15,Apr,Tue,Weekday,8,B02764,6
2014-04-15,Apr,Tue,Weekday,9,B02512,48
2014-04-15,Apr,Tue,Weekday,9,B02598,192
2014-04-15,Apr,Tue,Weekday,9,B02617,136
2014-04-15,Apr,Tue,Weekday,9,B02682,278
2014-04-15,Apr,Tue,Weekday,9,B02764,9
2014-04-15,Apr,Tue,Weekday,10,B02512,60
2014-04-15,Apr,Tue,Weekday,10,B02598,211
2014-04-15,Apr,Tue,Weekday,10,B02617,155
2014-04-15,Apr,Tue,Weekday,10,B02682,290
2014-04-15,Apr,Tue,Weekday,10,B02764,11
2014-04-15,Apr,Tue,Weekday,11,B02512,54
2014-04-15,Apr,Tue,Weekday,11,B02598,216
2014-04-15,Apr,Tue,Weekday,11,B02617,162
2014-04-15,Apr,Tue,Weekday,11,B02682,300
2014-04-15,Apr,Tue,Weekday,11,B02764,9
2014-04-15,Apr,Tue,Weekday,12,B02512,48
2014-04-15,Apr,Tue,Weekday,12,B02598,212
2014-04-15,Apr,Tue,Weekday,12,B02617,144
2014-04-15,Apr,Tue,Weekday,12,B02682,275
2014-04-15,Apr,Tue,Weekday,12,B02764,9
2014-04-15,Apr,Tue,Weekday,13,B02512,58
2014-04-15,Apr,Tue,Weekday,13,B02598,243
2014-04-15,Apr,Tue,Weekday,13,B02617,157
2014-04-15,Apr,Tue,Weekday,13,B02682,323
2014-04-15,Apr,Tue,Weekday,13,B02764,17
2014-04-15,Apr,Tue,Weekday,14,B02512,56
2014-04-15,Apr,Tue,Weekday,14,B02598,300
2014-04-15,Apr,Tue,Weekday,14,B02617,158
2014-04-15,Apr,Tue,Weekday,14,B02682,353
2014-04-15,Apr,Tue,Weekday,14,B02764,14
2014-04-15,Apr,Tue,Weekday,15,B02512,79
2014-04-15,Apr,Tue,Weekday,15,B02598,312
2014-04-15,Apr,Tue,Weekday,15,B02617,192
2014-04-15,Apr,Tue,Weekday,15,B02682,406
2014-04-15,Apr,Tue,Weekday,15,B02764,23
2014-04-15,Apr,Tue,Weekday,16,B02512,116
2014-04-15,Apr,Tue,Weekday,16,B02598,503
2014-04-15,Apr,Tue,Weekday,16,B02617,311
2014-04-15,Apr,Tue,Weekday,16,B02682,615
2014-04-15,Apr,Tue,Weekday,16,B02764,35
2014-04-15,Apr,Tue,Weekday,17,B02512,114
2014-04-15,Apr,Tue,Weekday,17,B02598,568
2014-04-15,Apr,Tue,Weekday,17,B02617,340
2014-04-15,Apr,Tue,Weekday,17,B02682,706
2014-04-15,Apr,Tue,Weekday,17,B02764,39
2014-04-15,Apr,Tue,Weekday,18,B02512,110
2014-04-15,Apr,Tue,Weekday,18,B02598,504
2014-04-15,Apr,Tue,Weekday,18,B02617,335
2014-04-15,Apr,Tue,Weekday,18,B02682,724
2014-04-15,Apr,Tue,Weekday,18,B02764,29
2014-04-15,Apr,Tue,Weekday,19,B02512,125
2014-04-15,Apr,Tue,Weekday,19,B02598,538
2014-04-15,Apr,Tue,Weekday,19,B02617,322
2014-04-15,Apr,Tue,Weekday,19,B02682,733
2014-04-15,Apr,Tue,Weekday,19,B02764,25
2014-04-15,Apr,Tue,Weekday,20,B02512,138
2014-04-15,Apr,Tue,Weekday,20,B02598,568
2014-04-15,Apr,Tue,Weekday,20,B02617,340
2014-04-15,Apr,Tue,Weekday,20,B02682,730
2014-04-15,Apr,Tue,Weekday,20,B02764,26
2014-04-15,Apr,Tue,Weekday,21,B02512,114
2014-04-15,Apr,Tue,Weekday,21,B02598,503
2014-04-15,Apr,Tue,Weekday,21,B02617,341
2014-04-15,Apr,Tue,Weekday,21,B02682,652
2014-04-15,Apr,Tue,Weekday,21,B02764,19
2014-04-15,Apr,Tue,Weekday,22,B02512,69
2014-04-15,Apr,Tue,Weekday,22,B02598,332
2014-04-15,Apr,Tue,Weekday,22,B02617,215
2014-04-15,Apr,Tue,Weekday,22,B02682,444
2014-04-15,Apr,Tue,Weekday,22,B02764,16
2014-04-15,Apr,Tue,Weekday,23,B02512,29
2014-04-15,Apr,Tue,Weekday,23,B02598,151
2014-04-15,Apr,Tue,Weekday,23,B02617,111
2014-04-15,Apr,Tue,Weekday,23,B02682,261
2014-04-15,Apr,Tue,Weekday,23,B02764,12
2014-04-16,Apr,Wed,Weekday,0,B02512,8
2014-04-16,Apr,Wed,Weekday,0,B02598,76
2014-04-16,Apr,Wed,Weekday,0,B02617,34
2014-04-16,Apr,Wed,Weekday,0,B02682,96
2014-04-16,Apr,Wed,Weekday,0,B02764,2
2014-04-16,Apr,Wed,Weekday,1,B02512,2
2014-04-16,Apr,Wed,Weekday,1,B02598,33
2014-04-16,Apr,Wed,Weekday,1,B02617,22
2014-04-16,Apr,Wed,Weekday,1,B02682,39
2014-04-16,Apr,Wed,Weekday,1,B02764,1
2014-04-16,Apr,Wed,Weekday,2,B02512,1
2014-04-16,Apr,Wed,Weekday,2,B02598,25
2014-04-16,Apr,Wed,Weekday,2,B02617,14
2014-04-16,Apr,Wed,Weekday,2,B02682,31
2014-04-16,Apr,Wed,Weekday,2,B02764,1
2014-04-16,Apr,Wed,Weekday,3,B02512,9
2014-04-16,Apr,Wed,Weekday,3,B02598,39
2014-04-16,Apr,Wed,Weekday,3,B02617,29
2014-04-16,Apr,Wed,Weekday,3,B02682,43
2014-04-16,Apr,Wed,Weekday,3,B02764,2
2014-04-16,Apr,Wed,Weekday,4,B02512,11
2014-04-16,Apr,Wed,Weekday,4,B02598,46
2014-04-16,Apr,Wed,Weekday,4,B02617,37
2014-04-16,Apr,Wed,Weekday,4,B02682,72
2014-04-16,Apr,Wed,Weekday,4,B02764,2
2014-04-16,Apr,Wed,Weekday,5,B02512,12
2014-04-16,Apr,Wed,Weekday,5,B02598,109
2014-04-16,Apr,Wed,Weekday,5,B02617,59
2014-04-16,Apr,Wed,Weekday,5,B02682,145
2014-04-16,Apr,Wed,Weekday,5,B02764,5
2014-04-16,Apr,Wed,Weekday,6,B02512,41
2014-04-16,Apr,Wed,Weekday,6,B02598,201
2014-04-16,Apr,Wed,Weekday,6,B02617,144
2014-04-16,Apr,Wed,Weekday,6,B02682,301
2014-04-16,Apr,Wed,Weekday,6,B02764,8
2014-04-16,Apr,Wed,Weekday,7,B02512,49
