Month,Base,Lat_Grid,Lon_Grid,Total_Trips
Jul,B02598,40.730000000000004,-74.03,51
Jul,B02598,40.730000000000004,-74.01,3695
Jul,B02598,40.730000000000004,-74,8082
Jul,B02598,40.730000000000004,-73.99,7391
Jul,B02598,40.730000000000004,-73.98,4016
Jul,B02598,40.730000000000004,-73.97,122
Jul,B02598,40.730000000000004,-73.96000000000001,598
Jul,B02598,40.730000000000004,-73.95,518
Jul,B02598,40.730000000000004,-73.94,192
Jul,B02598,40.730000000000004,-73.93,4
Jul,B02598,40.730000000000004,-73.92,12
Jul,B02598,40.730000000000004,-73.91,12
Jul,B02598,40.730000000000004,-73.9,30
Jul,B02598,40.730000000000004,-73.89,24
Jul,B02598,40.730000000000004,-73.88,14
Jul,B02598,40.730000000000004,-73.87,40
Jul,B02598,40.730000000000004,-73.86,73
Jul,B02598,40.730000000000004,-73.85000000000001,57
Jul,B02598,40.730000000000004,-73.84,2
Jul,B02598,40.730000000000004,-73.83,9
Jul,B02598,40.730000000000004,-73.82000000000001,15
Jul,B02598,40.730000000000004,-73.81,21
Jul,B02598,40.730000000000004,-73.8,8
Jul,B02598,40.730000000000004,-73.79,16
Jul,B02598,40.730000000000004,-73.78,9
Jul,B02598,40.730000000000004,-73.75,4
Jul,B02598,40.730000000000004,-73.74,1
Jul,B02598,40.730000000000004,-73.73,3
Jul,B02598,40.730000000000004,-73.72,3
Jul,B02598,40.730000000000004,-73.71000000000001,3
Jul,B02598,40.730000000000004,-73.7,3
Jul,B02598,40.74,-74.12,2
Jul,B02598,40.74,-74.08,1
Jul,B02598,40.74,-74.07000000000001,8
Jul,B02598,40.74,-74.06,15
Jul,B02598,40.74,-74.05,30
Jul,B02598,40.74,-74.04,123
Jul,B02598,40.74,-74.03,176
Jul,B02598,40.74,-74.01,5242
Jul,B02598,40.74,-74,6876
Jul,B02598,40.74,-73.99,10716
Jul,B02598,40.74,-73.98,4735
Jul,B02598,40.74,-73.97,923
Jul,B02598,40.74,-73.96000000000001,305
Jul,B02598,40.74,-73.95,291
Jul,B02598,40.74,-73.94,91
Jul,B02598,40.74,-73.93,110
Jul,B02598,40.74,-73.92,164
Jul,B02598,40.74,-73.91,40
Jul,B02598,40.74,-73.9,43
Jul,B02598,40.74,-73.89,39
Jul,B02598,40.74,-73.88,58
Jul,B02598,40.74,-73.87,46
Jul,B02598,40.74,-73.86,37
Jul,B02598,40.74,-73.85000000000001,21
Jul,B02598,40.74,-73.84,5
Jul,B02598,40.74,-73.83,17
Jul,B02598,40.74,-73.82000000000001,13
Jul,B02598,40.74,-73.81,11
Jul,B02598,40.74,-73.8,3
Jul,B02598,40.74,-73.79,7
Jul,B02598,40.74,-73.78,14
Jul,B02598,40.74,-73.77,2
Jul,B02598,40.74,-73.76,5
Jul,B02598,40.74,-73.75,4
Jul,B02598,40.74,-73.74,2
Jul,B02598,40.74,-73.73,1
Jul,B02598,40.74,-73.72,2
Jul,B02598,40.74,-73.71000000000001,5
Jul,B02598,40.75,-74.06,3
Jul,B02598,40.75,-74.05,11
Jul,B02598,40.75,-74.04,32
Jul,B02598,40.75,-74.03,189
Jul,B02598,40.75,-74.02,39
Jul,B02598,40.75,-74.01,1920
Jul,B02598,40.75,-74,3555
Jul,B02598,40.75,-73.99,9539
Jul,B02598,40.75,-73.98,8977
Jul,B02598,40.75,-73.97,3949
Jul,B02598,40.75,-73.96000000000001,408
Jul,B02598,40.75,-73.95,290
Jul,B02598,40.75,-73.94,546
Jul,B02598,40.75,-73.93,113
Jul,B02598,40.75,-73.92,109
Jul,B02598,40.75,-73.91,84
Jul,B02598,40.75,-73.9,57
Jul,B02598,40.75,-73.89,89
Jul,B02598,40.75,-73.88,67
Jul,B02598,40.75,-73.87,17
Jul,B02598,40.75,-73.86,10
Jul,B02598,40.75,-73.85000000000001,55
Jul,B02598,40.75,-73.84,8
Jul,B02598,40.75,-73.83,29
Jul,B02598,40.75,-73.82000000000001,12
Jul,B02598,40.75,-73.81,2
Jul,B02598,40.75,-73.8,3
Jul,B02598,40.75,-73.79,7
Jul,B02598,40.75,-73.78,5
Jul,B02598,40.75,-73.77,4
Jul,B02598,40.75,-73.76,4
Jul,B02598,40.75,-73.75,2
Jul,B02598,40.75,-73.74,2
Jul,B02598,40.75,-73.73,1
Jul,B02598,40.75,-73.72,2
Jul,B02598,40.75,-73.71000000000001,13
Jul,B02598,40.75,-73.7,3
Jul,B02598,40.76,-74.11,1
Jul,B02598,40.76,-74.08,3
Jul,B02598,40.76,-74.07000000000001,2
Jul,B02598,40.76,-74.05,1
Jul,B02598,40.76,-74.04,8
Jul,B02598,40.76,-74.03,34
Jul,B02598,40.76,-74.02,21
Jul,B02598,40.76,-74.01,5
Jul,B02598,40.76,-74,2738
Jul,B02598,40.76,-73.99,6553
Jul,B02598,40.76,-73.98,12970
Jul,B02598,40.76,-73.97,12160
Jul,B02598,40.76,-73.96000000000001,2277
Jul,B02598,40.76,-73.95,183
Jul,B02598,40.76,-73.94,41
Jul,B02598,40.76,-73.93,206
Jul,B02598,40.76,-73.92,366
Jul,B02598,40.76,-73.91,142
Jul,B02598,40.76,-73.9,40
Jul,B02598,40.76,-73.89,34
Jul,B02598,40.76,-73.88,42
Jul,B02598,40.76,-73.87,20
Jul,B02598,40.76,-73.86,15
Jul,B02598,40.76,-73.85000000000001,26
Jul,B02598,40.76,-73.84,116
Jul,B02598,40.76,-73.83,114
Jul,B02598,40.76,-73.82000000000001,17
Jul,B02598,40.76,-73.81,8
Jul,B02598,40.76,-73.8,15
Jul,B02598,40.76,-73.79,16
Jul,B02598,40.76,-73.78,14
Jul,B02598,40.76,-73.77,22
Jul,B02598,40.76,-73.76,10
Jul,B02598,40.76,-73.75,2
Jul,B02598,40.76,-73.74,2
Jul,B02598,40.76,-73.73,5
Jul,B02598,40.76,-73.72,1
Jul,B02598,40.76,-73.71000000000001,8
Jul,B02598,40.76,-73.7,2
Jul,B02598,40.77,-74.08,1
Jul,B02598,40.77,-74.06,2
Jul,B02598,40.77,-74.04,5
Jul,B02598,40.77,-74.03,8
Jul,B02598,40.77,-74.02,16
Jul,B02598,40.77,-74.01,4
Jul,B02598,40.77,-74,165
Jul,B02598,40.77,-73.99,2437
Jul,B02598,40.77,-73.98,4061
Jul,B02598,40.77,-73.97,1855
Jul,B02598,40.77,-73.96000000000001,4422
Jul,B02598,40.77,-73.95,2390
Jul,B02598,40.77,-73.94,83
Jul,B02598,40.77,-73.93,147
Jul,B02598,40.77,-73.92,383
Jul,B02598,40.77,-73.91,207
Jul,B02598,40.77,-73.9,83
Jul,B02598,40.77,-73.89,642
Jul,B02598,40.77,-73.88,132
Jul,B02598,40.77,-73.87,3490
Jul,B02598,40.77,-73.86,1494
Jul,B02598,40.77,-73.84,9
Jul,B02598,40.77,-73.83,11
Jul,B02598,40.77,-73.82000000000001,12
Jul,B02598,40.77,-73.81,6
Jul,B02598,40.77,-73.8,4
Jul,B02598,40.77,-73.79,5
Jul,B02598,40.77,-73.78,5
Jul,B02598,40.77,-73.77,7
Jul,B02598,40.77,-73.75,13
Jul,B02598,40.77,-73.74,7
Jul,B02598,40.77,-73.73,2
Jul,B02598,40.77,-73.72,2
Jul,B02598,40.77,-73.71000000000001,6
Jul,B02598,40.77,-73.7,3
Jul,B02598,40.78,-74.08,2
Jul,B02598,40.78,-74.07000000000001,7
Jul,B02598,40.78,-74.06,1
Jul,B02598,40.78,-74.05,3
Jul,B02598,40.78,-74.04,6
Jul,B02598,40.78,-74.03,2
Jul,B02598,40.78,-74.02,4
Jul,B02598,40.78,-74.01,29
Jul,B02598,40.78,-74,4
Jul,B02598,40.78,-73.99,810
Jul,B02598,40.78,-73.98,3130
Jul,B02598,40.78,-73.97,583
Jul,B02598,40.78,-73.96000000000001,2727
Jul,B02598,40.78,-73.95,2785
Jul,B02598,40.78,-73.94,151
Jul,B02598,40.78,-73.93,23
Jul,B02598,40.78,-73.92,80
Jul,B02598,40.78,-73.91,141
Jul,B02598,40.78,-73.9,21
Jul,B02598,40.78,-73.85000000000001,7
Jul,B02598,40.78,-73.84,21
Jul,B02598,40.78,-73.83,4
Jul,B02598,40.78,-73.82000000000001,8
Jul,B02598,40.78,-73.81,5
Jul,B02598,40.78,-73.8,10
Jul,B02598,40.78,-73.79,9
Jul,B02598,40.78,-73.78,12
Jul,B02598,40.78,-73.77,9
Jul,B02598,40.78,-73.75,3
Jul,B02598,40.78,-73.74,2
Jul,B02598,40.78,-73.73,16
Jul,B02598,40.78,-73.72,4
Jul,B02598,40.78,-73.71000000000001,8
Jul,B02598,40.78,-73.7,5
Jul,B02598,40.79,-74.08,2
Jul,B02598,40.79,-74.07000000000001,3
Jul,B02598,40.79,-74.06,2
Jul,B02598,40.79,-74.05,10
Jul,B02598,40.79,-74.04,29
Jul,B02598,40.79,-74.02,7
Jul,B02598,40.79,-74.01,8
Jul,B02598,40.79,-74,9
Jul,B02598,40.79,-73.99,2
Jul,B02598,40.79,-73.98,1251
Jul,B02598,40.79,-73.97,1637
Jul,B02598,40.79,-73.96000000000001,221
Jul,B02598,40.79,-73.95,629
Jul,B02598,40.79,-73.94,216
Jul,B02598,40.79,-73.93,18
Jul,B02598,40.79,-73.92,39
Jul,B02598,40.79,-73.85000000000001,3
Jul,B02598,40.79,-73.84,15
Jul,B02598,40.79,-73.83,7
Jul,B02598,40.79,-73.82000000000001,6
Jul,B02598,40.79,-73.81,8
Jul,B02598,40.79,-73.8,14
Jul,B02598,40.79,-73.79,9
Jul,B02598,40.79,-73.75,1
Jul,B02598,40.79,-73.74,1
Jul,B02598,40.79,-73.73,21
Jul,B02598,40.79,-73.72,3
Jul,B02598,40.79,-73.71000000000001,1
Jul,B02598,40.800000000000004,-74.10000000000001,1
Jul,B02598,40.800000000000004,-74.07000000000001,4
Jul,B02598,40.800000000000004,-74.06,1
Jul,B02598,40.800000000000004,-74.02,1
Jul,B02598,40.800000000000004,-74.01,2
Jul,B02598,40.800000000000004,-74,4
Jul,B02598,40.800000000000004,-73.99,6
Jul,B02598,40.800000000000004,-73.98,55
Jul,B02598,40.800000000000004,-73.97,779
Jul,B02598,40.800000000000004,-73.96000000000001,449
Jul,B02598,40.800000000000004,-73.95,352
Jul,B02598,40.800000000000004,-73.94,285
Jul,B02598,40.800000000000004,-73.93,161
Jul,B02598,40.800000000000004,-73.92,18
Jul,B02598,40.800000000000004,-73.91,12
Jul,B02598,40.800000000000004,-73.82000000000001,10
Jul,B02598,40.800000000000004,-73.75,1
Jul,B02598,40.800000000000004,-73.74,3
Jul,B02598,40.800000000000004,-73.73,1
Jul,B02598,40.800000000000004,-73.72,3
Jul,B02598,40.81,-74.11,2
Jul,B02598,40.81,-74.10000000000001,6
Jul,B02598,40.81,-74.08,12
Jul,B02598,40.81,-74.07000000000001,10
Jul,B02598,40.81,-74.01,2
Jul,B02598,40.81,-74,2
Jul,B02598,40.81,-73.99,6
Jul,B02598,40.81,-73.98,3
Jul,B02598,40.81,-73.97,106
Jul,B02598,40.81,-73.96000000000001,513
Jul,B02598,40.81,-73.95,436
Jul,B02598,40.81,-73.94,331
Jul,B02598,40.81,-73.93,47
Jul,B02598,40.81,-73.92,5
Jul,B02598,40.81,-73.91,6
Jul,B02598,40.81,-73.9,7
Jul,B02598,40.81,-73.89,3
Jul,B02598,40.81,-73.88,1
Jul,B02598,40.81,-73.87,1
Jul,B02598,40.81,-73.86,3
Jul,B02598,40.81,-73.85000000000001,4
Jul,B02598,40.81,-73.82000000000001,1
Jul,B02598,40.81,-73.81,5
Jul,B02598,40.81,-73.74,3
Jul,B02598,40.81,-73.73,1
Jul,B02598,40.82,-74.14,1
Jul,B02598,40.82,-74.12,1
Jul,B02598,40.82,-74.10000000000001,1
Jul,B02598,40.82,-74.08,1
Jul,B02598,40.82,-74.07000000000001,4
Jul,B02598,40.82,-74,4
Jul,B02598,40.82,-73.99,2
Jul,B02598,40.82,-73.98,2
Jul,B02598,40.82,-73.97,1
Jul,B02598,40.82,-73.96000000000001,116
Jul,B02598,40.82,-73.95,245
Jul,B02598,40.82,-73.94,242
Jul,B02598,40.82,-73.93,55
Jul,B02598,40.82,-73.92,32
Jul,B02598,40.82,-73.91,17
Jul,B02598,40.82,-73.9,5
Jul,B02598,40.82,-73.89,21
Jul,B02598,40.82,-73.88,8
Jul,B02598,40.82,-73.87,5
Jul,B02598,40.82,-73.86,5
Jul,B02598,40.82,-73.85000000000001,4
Jul,B02598,40.82,-73.84,5
Jul,B02598,40.82,-73.83,1
Jul,B02598,40.82,-73.82000000000001,4
Jul,B02598,40.82,-73.81,3
Jul,B02598,40.82,-73.8,1
Jul,B02598,40.82,-73.75,1
Jul,B02598,40.82,-73.74,2
Jul,B02598,40.82,-73.7,1
Jul,B02598,40.83,-74.13,1
Jul,B02598,40.83,-74.10000000000001,2
Jul,B02598,40.83,-74.09,3
Jul,B02598,40.83,-74.08,4
Jul,B02598,40.83,-74,2
Jul,B02598,40.83,-73.99,1
Jul,B02598,40.83,-73.98,9
Jul,B02598,40.83,-73.96000000000001,1
Jul,B02598,40.83,-73.95,135
Jul,B02598,40.83,-73.94,220
Jul,B02598,40.83,-73.93,186
Jul,B02598,40.83,-73.92,96
Jul,B02598,40.83,-73.91,10
Jul,B02598,40.83,-73.9,5
Jul,B02598,40.83,-73.89,13
Jul,B02598,40.83,-73.88,1
Jul,B02598,40.83,-73.87,10
Jul,B02598,40.83,-73.86,2
Jul,B02598,40.83,-73.85000000000001,13
Jul,B02598,40.83,-73.84,2
Jul,B02598,40.83,-73.83,5
Jul,B02598,40.83,-73.82000000000001,6
Jul,B02598,40.83,-73.75,1
Jul,B02598,40.83,-73.7,1
Jul,B02598,40.84,-74.09,1
Jul,B02598,40.84,-74.07000000000001,3
Jul,B02598,40.84,-74.04,1
Jul,B02598,40.84,-73.99,1
Jul,B02598,40.84,-73.98,3
Jul,B02598,40.84,-73.97,8
Jul,B02598,40.84,-73.95,41
Jul,B02598,40.84,-73.94,266
Jul,B02598,40.84,-73.93,10
Jul,B02598,40.84,-73.92,21
Jul,B02598,40.84,-73.91,9
Jul,B02598,40.84,-73.9,8
Jul,B02598,40.84,-73.89,13
Jul,B02598,40.84,-73.88,18
Jul,B02598,40.84,-73.87,9
Jul,B02598,40.84,-73.86,13
Jul,B02598,40.84,-73.85000000000001,12
Jul,B02598,40.84,-73.84,10
Jul,B02598,40.84,-73.83,13
Jul,B02598,40.84,-73.82000000000001,2
Jul,B02598,40.84,-73.78,2
Jul,B02598,40.84,-73.73,1
Jul,B02598,40.84,-73.71000000000001,1
Jul,B02598,40.85,-74.15,1
Jul,B02598,40.85,-74.13,1
Jul,B02598,40.85,-74.09,1
Jul,B02598,40.85,-74.07000000000001,6
Jul,B02598,40.85,-74.05,1
Jul,B02598,40.85,-74.04,3
Jul,B02598,40.85,-74.02,2
Jul,B02598,40.85,-74.01,3
Jul,B02598,40.85,-73.98,5
Jul,B02598,40.85,-73.97,12
Jul,B02598,40.85,-73.96000000000001,1
Jul,B02598,40.85,-73.94,184
Jul,B02598,40.85,-73.93,96
Jul,B02598,40.85,-73.92,4
Jul,B02598,40.85,-73.91,15
Jul,B02598,40.85,-73.9,9
Jul,B02598,40.85,-73.89,25
Jul,B02598,40.85,-73.88,12
Jul,B02598,40.85,-73.87,12
Jul,B02598,40.85,-73.86,15
Jul,B02598,40.85,-73.85000000000001,26
Jul,B02598,40.85,-73.84,19
Jul,B02598,40.85,-73.83,14
Jul,B02598,40.85,-73.82000000000001,4
Jul,B02598,40.85,-73.79,3
Jul,B02598,40.85,-73.78,1
Jul,B02598,40.85,-73.71000000000001,1
Jul,B02598,40.86,-74.13,1
Jul,B02598,40.86,-74.11,1
Jul,B02598,40.86,-74.10000000000001,1
Jul,B02598,40.86,-74.09,1
Jul,B02598,40.86,-74.08,1
Jul,B02598,40.86,-74.07000000000001,2
Jul,B02598,40.86,-74.06,1
Jul,B02598,40.86,-74.03,1
Jul,B02598,40.86,-74.02,2
Jul,B02598,40.86,-73.98,4
Jul,B02598,40.86,-73.97,7
Jul,B02598,40.86,-73.96000000000001,2
Jul,B02598,40.86,-73.94,40
Jul,B02598,40.86,-73.93,92
Jul,B02598,40.86,-73.92,13
Jul,B02598,40.86,-73.91,10
Jul,B02598,40.86,-73.9,14
Jul,B02598,40.86,-73.89,55
Jul,B02598,40.86,-73.88,30
Jul,B02598,40.86,-73.87,20
Jul,B02598,40.86,-73.86,19
Jul,B02598,40.86,-73.85000000000001,6
Jul,B02598,40.86,-73.84,4
Jul,B02598,40.86,-73.83,2
Jul,B02598,40.86,-73.82000000000001,1
Jul,B02598,40.86,-73.81,1
Jul,B02598,40.87,-74.10000000000001,1
Jul,B02598,40.87,-74.09,2
Jul,B02598,40.87,-74.08,1
Jul,B02598,40.87,-74.06,2
Jul,B02598,40.87,-74.01,5
Jul,B02598,40.87,-74,3
Jul,B02598,40.87,-73.98,1
Jul,B02598,40.87,-73.97,3
Jul,B02598,40.87,-73.96000000000001,5
Jul,B02598,40.87,-73.93,69
Jul,B02598,40.87,-73.92,51
Jul,B02598,40.87,-73.91,10
Jul,B02598,40.87,-73.9,20
Jul,B02598,40.87,-73.89,13
Jul,B02598,40.87,-73.88,26
Jul,B02598,40.87,-73.87,3
Jul,B02598,40.87,-73.86,7
Jul,B02598,40.87,-73.85000000000001,6
Jul,B02598,40.87,-73.84,3
Jul,B02598,40.87,-73.83,4
Jul,B02598,40.87,-73.82000000000001,2
Jul,B02598,40.87,-73.81,6
Jul,B02598,40.87,-73.8,2
Jul,B02598,40.88,-74.14,1
Jul,B02598,40.88,-74.10000000000001,1
Jul,B02598,40.88,-74.08,1
Jul,B02598,40.88,-74.07000000000001,1
Jul,B02598,40.88,-74.06,5
Jul,B02598,40.88,-74.05,1
Jul,B02598,40.88,-74.04,1
Jul,B02598,40.88,-74.02,1
Jul,B02598,40.88,-74,2
Jul,B02598,40.88,-73.99,4
Jul,B02598,40.88,-73.98,3
Jul,B02598,40.88,-73.97,3
Jul,B02598,40.88,-73.95,5
Jul,B02598,40.88,-73.92,25
Jul,B02598,40.88,-73.91,40
Jul,B02598,40.88,-73.9,29
Jul,B02598,40.88,-73.89,15
Jul,B02598,40.88,-73.88,26
Jul,B02598,40.88,-73.87,6
Jul,B02598,40.88,-73.86,12
Jul,B02598,40.88,-73.85000000000001,4
Jul,B02598,40.88,-73.84,6
Jul,B02598,40.89,-74.09,1
Jul,B02598,40.89,-74.07000000000001,2
Jul,B02598,40.89,-74.06,2
Jul,B02598,40.89,-74.05,4
Jul,B02598,40.89,-74.04,3
Jul,B02598,40.89,-74.02,1
Jul,B02598,40.89,-74.01,3
Jul,B02598,40.89,-73.99,1
Jul,B02598,40.89,-73.98,1
Jul,B02598,40.89,-73.97,4
Jul,B02598,40.89,-73.95,6
Jul,B02598,40.89,-73.94,1
Jul,B02598,40.89,-73.92,9
Jul,B02598,40.89,-73.91,74
Jul,B02598,40.89,-73.9,64
Jul,B02598,40.89,-73.89,12
Jul,B02598,40.89,-73.88,3
Jul,B02598,40.89,-73.86,6
Jul,B02598,40.89,-73.85000000000001,9
Jul,B02598,40.89,-73.84,3
Jul,B02598,40.89,-73.83,2
Jul,B02598,40.89,-73.82000000000001,1
Jul,B02598,40.89,-73.81,4
Jul,B02598,40.89,-73.8,3
Jul,B02598,40.89,-73.79,11
Jul,B02598,40.89,-73.78,6
Jul,B02598,40.9,-74.12,1
Jul,B02598,40.9,-74.01,2
Jul,B02598,40.9,-73.98,2
Jul,B02598,40.9,-73.97,1
Jul,B02598,40.9,-73.96000000000001,2
Jul,B02598,40.9,-73.95,1
Jul,B02598,40.9,-73.94,5
Jul,B02598,40.9,-73.91,7
Jul,B02598,40.9,-73.9,23
Jul,B02598,40.9,-73.87,8
Jul,B02598,40.9,-73.86,10
Jul,B02598,40.9,-73.85000000000001,5
Jul,B02598,40.9,-73.84,2
Jul,B02598,40.9,-73.83,2
Jul,B02598,40.9,-73.81,3
Jul,B02598,40.9,-73.8,2
Jul,B02598,40.9,-73.79,1
Jul,B02598,40.9,-73.78,1
Jul,B02598,40.9,-73.77,1
Jul,B02598,40.910000000000004,-74.10000000000001,2
Jul,B02598,40.910000000000004,-74.08,1
Jul,B02598,40.910000000000004,-74.04,1
Jul,B02598,40.910000000000004,-74.03,2
Jul,B02598,40.910000000000004,-74.02,1
Jul,B02598,40.910000000000004,-74.01,1
Jul,B02598,40.910000000000004,-74,1
Jul,B02598,40.910000000000004,-73.97,1
Jul,B02598,40.910000000000004,-73.96000000000001,1
Jul,B02598,40.910000000000004,-73.91,4
Jul,B02598,40.910000000000004,-73.9,8
Jul,B02598,40.910000000000004,-73.89,2
Jul,B02598,40.910000000000004,-73.88,1
Jul,B02598,40.910000000000004,-73.87,1
Jul,B02598,40.910000000000004,-73.86,5
Jul,B02598,40.910000000000004,-73.85000000000001,2
Jul,B02598,40.910000000000004,-73.84,1
Jul,B02598,40.910000000000004,-73.83,2
Jul,B02598,40.910000000000004,-73.82000000000001,1
Jul,B02598,40.910000000000004,-73.81,3
Jul,B02598,40.910000000000004,-73.79,1
Jul,B02598,40.910000000000004,-73.78,15
Jul,B02598,40.92,-74.08,1
Jul,B02598,40.92,-74.06,1
Jul,B02598,40.92,-74.04,1
Jul,B02598,40.92,-73.95,2
Jul,B02598,40.92,-73.89,1
Jul,B02598,40.92,-73.88,1
Jul,B02598,40.92,-73.81,2
Jul,B02598,40.92,-73.8,1
Jul,B02598,40.92,-73.77,2
Jul,B02617,40.58,-74.09,1
Jul,B02617,40.58,-74.01,1
Jul,B02617,40.58,-74,1
Jul,B02617,40.58,-73.99,5
Jul,B02617,40.58,-73.98,5
Jul,B02617,40.58,-73.97,20
Jul,B02617,40.58,-73.96000000000001,27
Jul,B02617,40.58,-73.95,13
Jul,B02617,40.58,-73.94,21
Jul,B02617,40.58,-73.93,6
Jul,B02617,40.58,-73.89,1
Jul,B02617,40.58,-73.85000000000001,1
Jul,B02617,40.58,-73.84,4
Jul,B02617,40.58,-73.83,1
Jul,B02617,40.58,-73.82000000000001,6
Jul,B02617,40.59,-74.09,1
Jul,B02617,40.59,-74.08,2
Jul,B02617,40.59,-74.07000000000001,3
Jul,B02617,40.59,-74,3
Jul,B02617,40.59,-73.99,13
Jul,B02617,40.59,-73.98,12
Jul,B02617,40.59,-73.97,28
Jul,B02617,40.59,-73.96000000000001,29
Jul,B02617,40.59,-73.95,26
Jul,B02617,40.59,-73.94,11
Jul,B02617,40.59,-73.93,16
Jul,B02617,40.59,-73.9,3
Jul,B02617,40.59,-73.89,1
Jul,B02617,40.59,-73.82000000000001,1
Jul,B02617,40.59,-73.81,5
Jul,B02617,40.59,-73.8,4
Jul,B02617,40.59,-73.79,1
Jul,B02617,40.59,-73.74,3
Jul,B02617,40.59,-73.73,4
Jul,B02617,40.59,-73.72,3
Jul,B02617,40.59,-73.71000000000001,6
Jul,B02617,40.6,-74.13,3
Jul,B02617,40.6,-74.09,3
Jul,B02617,40.6,-74.07000000000001,1
Jul,B02617,40.6,-74.06,1
Jul,B02617,40.6,-74.02,2
Jul,B02617,40.6,-74.01,10
Jul,B02617,40.6,-74,19
Jul,B02617,40.6,-73.99,26
Jul,B02617,40.6,-73.98,24
Jul,B02617,40.6,-73.97,37
Jul,B02617,40.6,-73.96000000000001,25
Jul,B02617,40.6,-73.95,19
Jul,B02617,40.6,-73.94,20
Jul,B02617,40.6,-73.93,3
Jul,B02617,40.6,-73.92,1
Jul,B02617,40.6,-73.91,14
Jul,B02617,40.6,-73.82000000000001,1
Jul,B02617,40.6,-73.76,2
Jul,B02617,40.6,-73.75,1
Jul,B02617,40.6,-73.72,1
Jul,B02617,40.61,-74.15,1
Jul,B02617,40.61,-74.12,5
Jul,B02617,40.61,-74.10000000000001,1
Jul,B02617,40.61,-74.09,1
Jul,B02617,40.61,-74.07000000000001,1
Jul,B02617,40.61,-74.06,3
Jul,B02617,40.61,-74.04,12
Jul,B02617,40.61,-74.03,24
Jul,B02617,40.61,-74.02,12
Jul,B02617,40.61,-74.01,25
Jul,B02617,40.61,-74,32
Jul,B02617,40.61,-73.99,11
Jul,B02617,40.61,-73.98,40
Jul,B02617,40.61,-73.97,26
Jul,B02617,40.61,-73.96000000000001,49
Jul,B02617,40.61,-73.95,30
Jul,B02617,40.61,-73.94,16
Jul,B02617,40.61,-73.93,16
Jul,B02617,40.61,-73.92,31
Jul,B02617,40.61,-73.91,10
Jul,B02617,40.61,-73.9,9
Jul,B02617,40.61,-73.76,1
Jul,B02617,40.61,-73.75,5
Jul,B02617,40.61,-73.74,4
Jul,B02617,40.61,-73.73,3
Jul,B02617,40.61,-73.72,2
Jul,B02617,40.61,-73.71000000000001,3
Jul,B02617,40.62,-74.13,2
Jul,B02617,40.62,-74.12,1
Jul,B02617,40.62,-74.11,3
Jul,B02617,40.62,-74.10000000000001,1
Jul,B02617,40.62,-74.09,1
Jul,B02617,40.62,-74.08,1
Jul,B02617,40.62,-74.07000000000001,3
Jul,B02617,40.62,-74.04,24
Jul,B02617,40.62,-74.03,120
Jul,B02617,40.62,-74.02,65
Jul,B02617,40.62,-74.01,18
Jul,B02617,40.62,-74,29
Jul,B02617,40.62,-73.99,16
Jul,B02617,40.62,-73.98,10
Jul,B02617,40.62,-73.97,19
Jul,B02617,40.62,-73.96000000000001,40
Jul,B02617,40.62,-73.95,27
Jul,B02617,40.62,-73.94,28
Jul,B02617,40.62,-73.93,20
Jul,B02617,40.62,-73.92,34
Jul,B02617,40.62,-73.91,7
Jul,B02617,40.62,-73.9,2
Jul,B02617,40.62,-73.76,1
Jul,B02617,40.62,-73.75,1
Jul,B02617,40.62,-73.74,2
Jul,B02617,40.62,-73.73,5
Jul,B02617,40.62,-73.72,4
Jul,B02617,40.63,-74.11,1
Jul,B02617,40.63,-74.09,1
Jul,B02617,40.63,-74.04,9
Jul,B02617,40.63,-74.03,86
Jul,B02617,40.63,-74.02,56
Jul,B02617,40.63,-74.01,29
Jul,B02617,40.63,-74,17
Jul,B02617,40.63,-73.99,14
Jul,B02617,40.63,-73.98,20
Jul,B02617,40.63,-73.97,50
Jul,B02617,40.63,-73.96000000000001,80
Jul,B02617,40.63,-73.95,69
Jul,B02617,40.63,-73.94,44
Jul,B02617,40.63,-73.93,21
Jul,B02617,40.63,-73.92,25
Jul,B02617,40.63,-73.91,11
Jul,B02617,40.63,-73.9,22
Jul,B02617,40.63,-73.89,13
Jul,B02617,40.63,-73.74,2
Jul,B02617,40.63,-73.72,2
Jul,B02617,40.63,-73.71000000000001,3
Jul,B02617,40.63,-73.7,1
Jul,B02617,40.64,-74.08,3
Jul,B02617,40.64,-74.07000000000001,4
Jul,B02617,40.64,-74.04,15
Jul,B02617,40.64,-74.03,35
Jul,B02617,40.64,-74.02,51
Jul,B02617,40.64,-74.01,25
Jul,B02617,40.64,-74,55
Jul,B02617,40.64,-73.99,28
Jul,B02617,40.64,-73.98,64
Jul,B02617,40.64,-73.97,161
Jul,B02617,40.64,-73.96000000000001,135
Jul,B02617,40.64,-73.95,52
Jul,B02617,40.64,-73.94,21
Jul,B02617,40.64,-73.93,45
Jul,B02617,40.64,-73.92,31
Jul,B02617,40.64,-73.91,23
Jul,B02617,40.64,-73.9,21
Jul,B02617,40.64,-73.89,7
Jul,B02617,40.64,-73.88,2
Jul,B02617,40.64,-73.83,1
Jul,B02617,40.64,-73.8,12
Jul,B02617,40.64,-73.79,1086
Jul,B02617,40.64,-73.78,2386
Jul,B02617,40.64,-73.74,5
Jul,B02617,40.64,-73.73,1
Jul,B02617,40.64,-73.72,2
Jul,B02617,40.64,-73.71000000000001,5
Jul,B02617,40.64,-73.7,1
Jul,B02617,40.65,-74.14,1
Jul,B02617,40.65,-74.13,1
