Month,Base,Lat_Grid,Lon_Grid,Total_Trips
May,B02682,40.7,-73.8,17
May,B02682,40.7,-73.79,4
May,B02682,40.7,-73.78,8
May,B02682,40.7,-73.77,2
May,B02682,40.7,-73.76,6
May,B02682,40.7,-73.75,1
May,B02682,40.7,-73.74,6
May,B02682,40.7,-73.73,2
May,B02682,40.7,-73.72,3
May,B02682,40.7,-73.71000000000001,2
May,B02682,40.7,-73.7,1
May,B02682,40.71,-74.15,1
May,B02682,40.71,-74.10000000000001,2
May,B02682,40.71,-74.09,10
May,B02682,40.71,-74.08,2
May,B02682,40.71,-74.07000000000001,3
May,B02682,40.71,-74.06,8
May,B02682,40.71,-74.05,1
May,B02682,40.71,-74.04,61
May,B02682,40.71,-74.03,8
May,B02682,40.71,-74.02,993
May,B02682,40.71,-74.01,4877
May,B02682,40.71,-74,940
May,B02682,40.71,-73.99,465
May,B02682,40.71,-73.98,193
May,B02682,40.71,-73.97,462
May,B02682,40.71,-73.96000000000001,1055
May,B02682,40.71,-73.95,761
May,B02682,40.71,-73.94,510
May,B02682,40.71,-73.93,167
May,B02682,40.71,-73.92,208
May,B02682,40.71,-73.91,31
May,B02682,40.71,-73.9,25
May,B02682,40.71,-73.89,10
May,B02682,40.71,-73.88,7
May,B02682,40.71,-73.87,13
May,B02682,40.71,-73.86,9
May,B02682,40.71,-73.85000000000001,15
May,B02682,40.71,-73.84,7
May,B02682,40.71,-73.83,37
May,B02682,40.71,-73.82000000000001,13
May,B02682,40.71,-73.81,6
May,B02682,40.71,-73.8,10
May,B02682,40.71,-73.79,23
May,B02682,40.71,-73.78,11
May,B02682,40.71,-73.77,5
May,B02682,40.71,-73.76,2
May,B02682,40.71,-73.75,6
May,B02682,40.71,-73.74,2
May,B02682,40.71,-73.73,4
May,B02682,40.71,-73.72,8
May,B02682,40.72,-74.10000000000001,2
May,B02682,40.72,-74.09,4
May,B02682,40.72,-74.08,7
May,B02682,40.72,-74.07000000000001,8
May,B02682,40.72,-74.06,15
May,B02682,40.72,-74.05,63
May,B02682,40.72,-74.04,144
May,B02682,40.72,-74.03,52
May,B02682,40.72,-74.02,559
May,B02682,40.72,-74.01,5755
May,B02682,40.72,-74,8770
May,B02682,40.72,-73.99,5467
May,B02682,40.72,-73.98,1936
May,B02682,40.72,-73.97,79
May,B02682,40.72,-73.96000000000001,1824
May,B02682,40.72,-73.95,860
May,B02682,40.72,-73.94,400
May,B02682,40.72,-73.93,9
May,B02682,40.72,-73.92,2
May,B02682,40.72,-73.91,17
May,B02682,40.72,-73.9,9
May,B02682,40.72,-73.89,13
May,B02682,40.72,-73.88,16
May,B02682,40.72,-73.87,13
May,B02682,40.72,-73.86,14
May,B02682,40.72,-73.85000000000001,38
May,B02682,40.72,-73.84,70
May,B02682,40.72,-73.83,8
May,B02682,40.72,-73.82000000000001,7
May,B02682,40.72,-73.81,18
May,B02682,40.72,-73.8,35
May,B02682,40.72,-73.79,15
May,B02682,40.72,-73.78,4
May,B02682,40.72,-73.77,2
May,B02682,40.72,-73.76,1
May,B02682,40.72,-73.75,1
May,B02682,40.72,-73.74,9
May,B02682,40.72,-73.73,2
May,B02682,40.72,-73.71000000000001,4
May,B02682,40.730000000000004,-74.14,1
May,B02682,40.730000000000004,-74.12,1
May,B02682,40.730000000000004,-74.08,2
May,B02682,40.730000000000004,-74.07000000000001,7
May,B02682,40.730000000000004,-74.06,29
May,B02682,40.730000000000004,-74.05,35
May,B02682,40.730000000000004,-74.04,79
May,B02682,40.730000000000004,-74.03,38
May,B02682,40.730000000000004,-74.01,3601
May,B02682,40.730000000000004,-74,8375
May,B02682,40.730000000000004,-73.99,7306
May,B02682,40.730000000000004,-73.98,3440
May,B02682,40.730000000000004,-73.97,126
May,B02682,40.730000000000004,-73.96000000000001,447
May,B02682,40.730000000000004,-73.95,400
May,B02682,40.730000000000004,-73.94,127
May,B02682,40.730000000000004,-73.93,3
May,B02682,40.730000000000004,-73.92,4
May,B02682,40.730000000000004,-73.91,15
May,B02682,40.730000000000004,-73.9,20
May,B02682,40.730000000000004,-73.89,9
May,B02682,40.730000000000004,-73.88,5
May,B02682,40.730000000000004,-73.87,37
May,B02682,40.730000000000004,-73.86,51
May,B02682,40.730000000000004,-73.85000000000001,40
May,B02682,40.730000000000004,-73.84,5
May,B02682,40.730000000000004,-73.83,5
May,B02682,40.730000000000004,-73.82000000000001,10
May,B02682,40.730000000000004,-73.81,19
May,B02682,40.730000000000004,-73.8,8
May,B02682,40.730000000000004,-73.79,11
May,B02682,40.730000000000004,-73.78,2
May,B02682,40.730000000000004,-73.77,3
May,B02682,40.730000000000004,-73.76,5
May,B02682,40.730000000000004,-73.75,2
May,B02682,40.730000000000004,-73.74,6
May,B02682,40.730000000000004,-73.73,2
May,B02682,40.730000000000004,-73.72,5
May,B02682,40.730000000000004,-73.71000000000001,5
May,B02682,40.730000000000004,-73.7,4
May,B02682,40.74,-74.12,1
May,B02682,40.74,-74.11,1
May,B02682,40.74,-74.08,2
May,B02682,40.74,-74.07000000000001,6
May,B02682,40.74,-74.06,8
May,B02682,40.74,-74.05,18
May,B02682,40.74,-74.04,130
May,B02682,40.74,-74.03,230
May,B02682,40.74,-74.01,5558
May,B02682,40.74,-74,7192
May,B02682,40.74,-73.99,10242
May,B02682,40.74,-73.98,3994
May,B02682,40.74,-73.97,730
May,B02682,40.74,-73.96000000000001,238
May,B02682,40.74,-73.95,157
May,B02682,40.74,-73.94,44
May,B02682,40.74,-73.93,89
May,B02682,40.74,-73.92,106
May,B02682,40.74,-73.91,17
May,B02682,40.74,-73.9,30
May,B02682,40.74,-73.89,14
May,B02682,40.74,-73.88,19
May,B02682,40.74,-73.87,14
May,B02682,40.74,-73.86,13
May,B02682,40.74,-73.85000000000001,28
May,B02682,40.74,-73.84,3
May,B02682,40.74,-73.83,7
May,B02682,40.74,-73.82000000000001,8
May,B02682,40.74,-73.81,12
May,B02682,40.74,-73.8,2
May,B02682,40.74,-73.79,7
May,B02682,40.74,-73.78,11
May,B02682,40.74,-73.76,5
May,B02682,40.74,-73.75,6
May,B02682,40.74,-73.73,6
May,B02682,40.74,-73.72,3
May,B02682,40.74,-73.71000000000001,5
May,B02682,40.74,-73.7,1
May,B02682,40.75,-74.06,2
May,B02682,40.75,-74.05,9
May,B02682,40.75,-74.04,52
May,B02682,40.75,-74.03,241
May,B02682,40.75,-74.02,30
May,B02682,40.75,-74.01,1880
May,B02682,40.75,-74,3335
May,B02682,40.75,-73.99,8464
May,B02682,40.75,-73.98,7971
May,B02682,40.75,-73.97,3448
May,B02682,40.75,-73.96000000000001,314
May,B02682,40.75,-73.95,186
May,B02682,40.75,-73.94,343
May,B02682,40.75,-73.93,89
May,B02682,40.75,-73.92,65
May,B02682,40.75,-73.91,42
May,B02682,40.75,-73.9,28
May,B02682,40.75,-73.89,34
May,B02682,40.75,-73.88,30
May,B02682,40.75,-73.87,9
May,B02682,40.75,-73.86,8
May,B02682,40.75,-73.85000000000001,41
May,B02682,40.75,-73.84,11
May,B02682,40.75,-73.83,19
May,B02682,40.75,-73.82000000000001,3
May,B02682,40.75,-73.81,2
May,B02682,40.75,-73.79,3
May,B02682,40.75,-73.77,1
May,B02682,40.75,-73.76,7
May,B02682,40.75,-73.75,5
May,B02682,40.75,-73.73,1
May,B02682,40.75,-73.72,9
May,B02682,40.75,-73.71000000000001,6
May,B02682,40.76,-74.15,3
May,B02682,40.76,-74.10000000000001,1
May,B02682,40.76,-74.09,1
May,B02682,40.76,-74.08,2
May,B02682,40.76,-74.07000000000001,1
May,B02682,40.76,-74.05,2
May,B02682,40.76,-74.04,7
May,B02682,40.76,-74.03,36
May,B02682,40.76,-74.02,21
May,B02682,40.76,-74.01,5
May,B02682,40.76,-74,2707
May,B02682,40.76,-73.99,6042
May,B02682,40.76,-73.98,12056
May,B02682,40.76,-73.97,11543
May,B02682,40.76,-73.96000000000001,2067
May,B02682,40.76,-73.95,169
May,B02682,40.76,-73.94,38
May,B02682,40.76,-73.93,128
May,B02682,40.76,-73.92,219
May,B02682,40.76,-73.91,96
May,B02682,40.76,-73.9,22
May,B02682,40.76,-73.89,12
May,B02682,40.76,-73.88,19
May,B02682,40.76,-73.87,12
May,B02682,40.76,-73.86,11
May,B02682,40.76,-73.85000000000001,32
May,B02682,40.76,-73.84,68
May,B02682,40.76,-73.83,65
May,B02682,40.76,-73.82000000000001,12
May,B02682,40.76,-73.81,8
May,B02682,40.76,-73.8,5
May,B02682,40.76,-73.79,5
May,B02682,40.76,-73.78,3
May,B02682,40.76,-73.77,15
May,B02682,40.76,-73.76,5
May,B02682,40.76,-73.75,2
May,B02682,40.76,-73.74,1
May,B02682,40.76,-73.73,4
May,B02682,40.76,-73.72,2
May,B02682,40.76,-73.71000000000001,2
May,B02682,40.76,-73.7,2
May,B02682,40.77,-74.07000000000001,2
May,B02682,40.77,-74.06,3
May,B02682,40.77,-74.04,7
May,B02682,40.77,-74.03,12
May,B02682,40.77,-74.02,15
May,B02682,40.77,-74.01,1
May,B02682,40.77,-74,227
May,B02682,40.77,-73.99,2152
May,B02682,40.77,-73.98,4322
May,B02682,40.77,-73.97,2296
May,B02682,40.77,-73.96000000000001,4755
May,B02682,40.77,-73.95,2367
May,B02682,40.77,-73.94,57
May,B02682,40.77,-73.93,72
May,B02682,40.77,-73.92,189
May,B02682,40.77,-73.91,98
May,B02682,40.77,-73.9,56
May,B02682,40.77,-73.89,486
May,B02682,40.77,-73.88,91
May,B02682,40.77,-73.87,3016
May,B02682,40.77,-73.86,1219
May,B02682,40.77,-73.85000000000001,1
May,B02682,40.77,-73.84,4
May,B02682,40.77,-73.83,3
May,B02682,40.77,-73.82000000000001,5
May,B02682,40.77,-73.81,7
May,B02682,40.77,-73.8,1
May,B02682,40.77,-73.79,4
May,B02682,40.77,-73.78,2
May,B02682,40.77,-73.77,4
May,B02682,40.77,-73.75,3
May,B02682,40.77,-73.74,7
May,B02682,40.77,-73.73,2
May,B02682,40.77,-73.72,1
May,B02682,40.77,-73.71000000000001,3
May,B02682,40.77,-73.7,2
May,B02682,40.78,-74.14,2
May,B02682,40.78,-74.08,1
May,B02682,40.78,-74.07000000000001,1
May,B02682,40.78,-74.05,1
May,B02682,40.78,-74.04,3
May,B02682,40.78,-74.03,3
May,B02682,40.78,-74.02,7
May,B02682,40.78,-74.01,14
May,B02682,40.78,-74,6
May,B02682,40.78,-73.99,686
May,B02682,40.78,-73.98,3098
May,B02682,40.78,-73.97,727
May,B02682,40.78,-73.96000000000001,3493
May,B02682,40.78,-73.95,2746
May,B02682,40.78,-73.94,181
May,B02682,40.78,-73.93,12
May,B02682,40.78,-73.92,41
May,B02682,40.78,-73.91,51
May,B02682,40.78,-73.9,20
May,B02682,40.78,-73.85000000000001,8
May,B02682,40.78,-73.84,8
May,B02682,40.78,-73.83,3
May,B02682,40.78,-73.82000000000001,4
May,B02682,40.78,-73.81,2
May,B02682,40.78,-73.8,5
May,B02682,40.78,-73.79,1
May,B02682,40.78,-73.78,3
May,B02682,40.78,-73.77,2
May,B02682,40.78,-73.73,10
May,B02682,40.78,-73.72,4
May,B02682,40.78,-73.71000000000001,1
May,B02682,40.78,-73.7,4
May,B02682,40.79,-74.08,2
May,B02682,40.79,-74.07000000000001,7
May,B02682,40.79,-74.06,3
May,B02682,40.79,-74.05,7
May,B02682,40.79,-74.04,12
May,B02682,40.79,-74.02,5
May,B02682,40.79,-74.01,5
May,B02682,40.79,-74,9
May,B02682,40.79,-73.99,2
May,B02682,40.79,-73.98,1287
May,B02682,40.79,-73.97,1724
May,B02682,40.79,-73.96000000000001,277
May,B02682,40.79,-73.95,583
May,B02682,40.79,-73.94,131
May,B02682,40.79,-73.93,269
May,B02682,40.79,-73.92,70
May,B02682,40.79,-73.85000000000001,3
May,B02682,40.79,-73.84,10
May,B02682,40.79,-73.83,1
May,B02682,40.79,-73.82000000000001,5
May,B02682,40.79,-73.81,3
May,B02682,40.79,-73.8,7
May,B02682,40.79,-73.79,4
May,B02682,40.79,-73.78,2
May,B02682,40.79,-73.74,1
May,B02682,40.79,-73.73,12
May,B02682,40.79,-73.72,1
May,B02682,40.800000000000004,-74.12,1
May,B02682,40.800000000000004,-74.11,1
May,B02682,40.800000000000004,-74.10000000000001,2
May,B02682,40.800000000000004,-74.07000000000001,5
May,B02682,40.800000000000004,-74.06,10
May,B02682,40.800000000000004,-74.02,2
May,B02682,40.800000000000004,-74.01,1
May,B02682,40.800000000000004,-74,6
May,B02682,40.800000000000004,-73.99,6
May,B02682,40.800000000000004,-73.98,52
May,B02682,40.800000000000004,-73.97,819
May,B02682,40.800000000000004,-73.96000000000001,358
May,B02682,40.800000000000004,-73.95,305
May,B02682,40.800000000000004,-73.94,195
May,B02682,40.800000000000004,-73.93,142
May,B02682,40.800000000000004,-73.92,30
May,B02682,40.800000000000004,-73.91,8
May,B02682,40.800000000000004,-73.72,1
May,B02682,40.800000000000004,-73.7,1
May,B02682,40.81,-74.13,2
May,B02682,40.81,-74.12,2
May,B02682,40.81,-74.11,5
May,B02682,40.81,-74.10000000000001,11
May,B02682,40.81,-74.09,1
May,B02682,40.81,-74.08,9
May,B02682,40.81,-74.07000000000001,5
May,B02682,40.81,-74.06,1
May,B02682,40.81,-74.02,1
May,B02682,40.81,-74.01,3
May,B02682,40.81,-74,4
May,B02682,40.81,-73.99,10
May,B02682,40.81,-73.98,1
May,B02682,40.81,-73.97,100
May,B02682,40.81,-73.96000000000001,428
May,B02682,40.81,-73.95,353
May,B02682,40.81,-73.94,269
May,B02682,40.81,-73.93,28
May,B02682,40.81,-73.92,19
May,B02682,40.81,-73.91,9
May,B02682,40.81,-73.9,2
May,B02682,40.81,-73.89,4
May,B02682,40.81,-73.88,1
May,B02682,40.81,-73.87,4
May,B02682,40.81,-73.86,7
May,B02682,40.81,-73.85000000000001,1
May,B02682,40.81,-73.81,3
May,B02682,40.81,-73.73,2
May,B02682,40.81,-73.71000000000001,1
May,B02682,40.82,-74.15,3
May,B02682,40.82,-74.14,2
May,B02682,40.82,-74.12,2
May,B02682,40.82,-74.11,1
May,B02682,40.82,-74.10000000000001,1
May,B02682,40.82,-74.07000000000001,2
May,B02682,40.82,-74.06,1
May,B02682,40.82,-74.03,2
May,B02682,40.82,-73.99,4
May,B02682,40.82,-73.98,4
May,B02682,40.82,-73.96000000000001,76
May,B02682,40.82,-73.95,164
May,B02682,40.82,-73.94,184
May,B02682,40.82,-73.93,26
May,B02682,40.82,-73.92,17
May,B02682,40.82,-73.91,17
May,B02682,40.82,-73.9,10
May,B02682,40.82,-73.89,19
May,B02682,40.82,-73.88,4
May,B02682,40.82,-73.87,3
May,B02682,40.82,-73.86,6
May,B02682,40.82,-73.85000000000001,5
May,B02682,40.82,-73.84,1
May,B02682,40.82,-73.82000000000001,2
May,B02682,40.82,-73.75,1
May,B02682,40.82,-73.72,1
May,B02682,40.82,-73.7,2
May,B02682,40.83,-74.14,2
May,B02682,40.83,-74.13,2
May,B02682,40.83,-74.10000000000001,2
May,B02682,40.83,-74.09,2
May,B02682,40.83,-74.08,5
May,B02682,40.83,-74.05,1
May,B02682,40.83,-73.98,1
May,B02682,40.83,-73.96000000000001,3
May,B02682,40.83,-73.95,111
May,B02682,40.83,-73.94,102
May,B02682,40.83,-73.93,145
May,B02682,40.83,-73.92,80
May,B02682,40.83,-73.91,9
May,B02682,40.83,-73.9,13
May,B02682,40.83,-73.89,9
May,B02682,40.83,-73.88,4
May,B02682,40.83,-73.87,7
May,B02682,40.83,-73.86,7
May,B02682,40.83,-73.85000000000001,3
May,B02682,40.83,-73.83,3
May,B02682,40.83,-73.82000000000001,8
May,B02682,40.83,-73.75,1
May,B02682,40.84,-74.15,5
May,B02682,40.84,-74.14,1
May,B02682,40.84,-74.12,1
May,B02682,40.84,-74.11,1
May,B02682,40.84,-74.07000000000001,7
May,B02682,40.84,-74.05,1
May,B02682,40.84,-73.98,2
May,B02682,40.84,-73.97,4
May,B02682,40.84,-73.95,26
May,B02682,40.84,-73.94,163
May,B02682,40.84,-73.93,8
May,B02682,40.84,-73.92,14
May,B02682,40.84,-73.91,12
May,B02682,40.84,-73.9,5
May,B02682,40.84,-73.89,10
May,B02682,40.84,-73.88,6
May,B02682,40.84,-73.87,6
May,B02682,40.84,-73.86,11
May,B02682,40.84,-73.85000000000001,8
May,B02682,40.84,-73.84,12
May,B02682,40.84,-73.83,7
May,B02682,40.84,-73.82000000000001,1
May,B02682,40.84,-73.78,1
May,B02682,40.85,-74.15,1
May,B02682,40.85,-74.12,2
May,B02682,40.85,-74.09,1
May,B02682,40.85,-74.07000000000001,6
May,B02682,40.85,-74.05,1
May,B02682,40.85,-74.04,1
May,B02682,40.85,-74.01,1
May,B02682,40.85,-73.98,2
May,B02682,40.85,-73.97,7
May,B02682,40.85,-73.96000000000001,2
May,B02682,40.85,-73.94,104
May,B02682,40.85,-73.93,81
May,B02682,40.85,-73.92,10
May,B02682,40.85,-73.91,6
May,B02682,40.85,-73.9,3
May,B02682,40.85,-73.89,15
May,B02682,40.85,-73.88,12
May,B02682,40.85,-73.87,5
May,B02682,40.85,-73.86,5
May,B02682,40.85,-73.85000000000001,12
May,B02682,40.85,-73.84,12
May,B02682,40.85,-73.83,6
May,B02682,40.85,-73.79,2
May,B02682,40.86,-74.15,1
May,B02682,40.86,-74.09,2
May,B02682,40.86,-74.08,2
May,B02682,40.86,-74.07000000000001,1
May,B02682,40.86,-74.06,2
May,B02682,40.86,-74.05,2
May,B02682,40.86,-73.98,3
May,B02682,40.86,-73.97,4
May,B02682,40.86,-73.96000000000001,1
May,B02682,40.86,-73.94,13
May,B02682,40.86,-73.93,58
May,B02682,40.86,-73.92,12
May,B02682,40.86,-73.91,4
May,B02682,40.86,-73.9,17
May,B02682,40.86,-73.89,53
May,B02682,40.86,-73.88,35
May,B02682,40.86,-73.87,16
May,B02682,40.86,-73.86,5
May,B02682,40.86,-73.85000000000001,6
May,B02682,40.86,-73.84,3
May,B02682,40.86,-73.83,1
May,B02682,40.86,-73.71000000000001,1
May,B02682,40.87,-74.09,1
May,B02682,40.87,-74.08,1
May,B02682,40.87,-74.06,4
May,B02682,40.87,-74.02,2
May,B02682,40.87,-74.01,2
May,B02682,40.87,-74,1
May,B02682,40.87,-73.98,2
May,B02682,40.87,-73.97,2
May,B02682,40.87,-73.96000000000001,1
May,B02682,40.87,-73.93,37
May,B02682,40.87,-73.92,30
May,B02682,40.87,-73.91,14
May,B02682,40.87,-73.9,11
May,B02682,40.87,-73.89,11
May,B02682,40.87,-73.88,15
May,B02682,40.87,-73.87,4
May,B02682,40.87,-73.86,7
May,B02682,40.87,-73.85000000000001,2
May,B02682,40.87,-73.84,1
May,B02682,40.87,-73.83,3
May,B02682,40.87,-73.82000000000001,2
May,B02682,40.87,-73.81,2
May,B02682,40.88,-74.10000000000001,1
May,B02682,40.88,-74.07000000000001,1
May,B02682,40.88,-74.06,5
May,B02682,40.88,-74.05,1
May,B02682,40.88,-74.03,1
May,B02682,40.88,-73.98,5
May,B02682,40.88,-73.96000000000001,1
May,B02682,40.88,-73.95,2
May,B02682,40.88,-73.92,17
May,B02682,40.88,-73.91,16
May,B02682,40.88,-73.9,11
May,B02682,40.88,-73.89,11
May,B02682,40.88,-73.88,27
May,B02682,40.88,-73.87,3
May,B02682,40.88,-73.86,11
May,B02682,40.88,-73.85000000000001,3
May,B02682,40.88,-73.84,3
May,B02682,40.88,-73.83,5
May,B02682,40.89,-74.07000000000001,1
May,B02682,40.89,-74.06,2
May,B02682,40.89,-74.05,1
May,B02682,40.89,-74.04,2
May,B02682,40.89,-74.02,1
May,B02682,40.89,-74.01,1
May,B02682,40.89,-73.97,4
May,B02682,40.89,-73.96000000000001,2
May,B02682,40.89,-73.95,5
May,B02682,40.89,-73.94,1
May,B02682,40.89,-73.92,2
May,B02682,40.89,-73.91,81
May,B02682,40.89,-73.9,78
May,B02682,40.89,-73.89,9
May,B02682,40.89,-73.88,2
May,B02682,40.89,-73.86,5
May,B02682,40.89,-73.85000000000001,3
May,B02682,40.89,-73.84,1
May,B02682,40.89,-73.82000000000001,1
May,B02682,40.89,-73.79,1
May,B02682,40.89,-73.78,3
May,B02682,40.9,-74.10000000000001,2
May,B02682,40.9,-74.09,1
May,B02682,40.9,-74.08,1
May,B02682,40.9,-74.03,2
May,B02682,40.9,-74,1
May,B02682,40.9,-73.96000000000001,1
May,B02682,40.9,-73.95,1
May,B02682,40.9,-73.91,7
May,B02682,40.9,-73.9,41
May,B02682,40.9,-73.89,2
May,B02682,40.9,-73.87,8
May,B02682,40.9,-73.86,2
May,B02682,40.9,-73.85000000000001,3
May,B02682,40.9,-73.83,1
May,B02682,40.9,-73.8,5
May,B02682,40.9,-73.77,1
May,B02682,40.910000000000004,-74.10000000000001,2
May,B02682,40.910000000000004,-74.08,1
May,B02682,40.910000000000004,-74.06,1
May,B02682,40.910000000000004,-74.05,1
May,B02682,40.910000000000004,-74.03,5
May,B02682,40.910000000000004,-73.95,1
May,B02682,40.910000000000004,-73.91,1
May,B02682,40.910000000000004,-73.9,7
May,B02682,40.910000000000004,-73.86,1
May,B02682,40.910000000000004,-73.85000000000001,2
May,B02682,40.910000000000004,-73.84,1
May,B02682,40.910000000000004,-73.83,1
May,B02682,40.910000000000004,-73.81,1
May,B02682,40.910000000000004,-73.8,1
May,B02682,40.910000000000004,-73.78,4
May,B02682,40.92,-74.15,1
May,B02682,40.92,-74.09,1
May,B02682,40.92,-74.06,1
May,B02682,40.92,-73.95,1
May,B02682,40.92,-73.9,1
May,B02764,40.58,-73.97,1
May,B02764,40.58,-73.95,1
May,B02764,40.6,-73.97,1
May,B02764,40.6,-73.96000000000001,1
May,B02764,40.61,-74,1
May,B02764,40.61,-73.94,2
May,B02764,40.61,-73.92,1
May,B02764,40.61,-73.91,1
May,B02764,40.61,-73.76,1
May,B02764,40.62,-74.04,1
May,B02764,40.62,-74.03,1
May,B02764,40.62,-74.01,1
May,B02764,40.62,-74,1
May,B02764,40.62,-73.95,1
May,B02764,40.63,-74.03,1
May,B02764,40.63,-73.99,1
May,B02764,40.63,-73.97,1
May,B02764,40.63,-73.96000000000001,2
May,B02764,40.63,-73.95,1
May,B02764,40.63,-73.93,3
May,B02764,40.63,-73.9,1
May,B02764,40.63,-73.88,1
May,B02764,40.64,-74.03,1
May,B02764,40.64,-74,2
May,B02764,40.64,-73.99,1
May,B02764,40.64,-73.98,1
May,B02764,40.64,-73.97,2
May,B02764,40.64,-73.96000000000001,2
May,B02764,40.64,-73.95,1
May,B02764,40.64,-73.89,1
May,B02764,40.64,-73.79,24
May,B02764,40.64,-73.78,57
May,B02764,40.65,-74.02,1
May,B02764,40.65,-74.01,2
May,B02764,40.65,-73.98,2
May,B02764,40.65,-73.97,3
May,B02764,40.65,-73.96000000000001,3
May,B02764,40.65,-73.95,2
May,B02764,40.65,-73.93,1
May,B02764,40.65,-73.81,1
May,B02764,40.65,-73.8,2
May,B02764,40.65,-73.79,31
May,B02764,40.65,-73.78,92
May,B02764,40.660000000000004,-74.01,1
May,B02764,40.660000000000004,-74,4
May,B02764,40.660000000000004,-73.99,2
May,B02764,40.660000000000004,-73.98,13
May,B02764,40.660000000000004,-73.96000000000001,5
May,B02764,40.660000000000004,-73.93,2
May,B02764,40.660000000000004,-73.92,2
May,B02764,40.660000000000004,-73.91,2
May,B02764,40.660000000000004,-73.89,1
May,B02764,40.660000000000004,-73.8,2
May,B02764,40.660000000000004,-73.77,2
May,B02764,40.660000000000004,-73.74,1
May,B02764,40.67,-74.02,6
May,B02764,40.67,-74.01,3
May,B02764,40.67,-74,4
May,B02764,40.67,-73.99,14
May,B02764,40.67,-73.98,17
May,B02764,40.67,-73.97,11
May,B02764,40.67,-73.96000000000001,15
May,B02764,40.67,-73.95,7
May,B02764,40.67,-73.94,6
May,B02764,40.67,-73.93,1
May,B02764,40.67,-73.9,1
May,B02764,40.67,-73.89,1
May,B02764,40.67,-73.88,2
May,B02764,40.67,-73.87,2
May,B02764,40.67,-73.83,1
May,B02764,40.67,-73.8,2
May,B02764,40.67,-73.79,1
May,B02764,40.67,-73.75,1
May,B02764,40.68,-74.02,2
May,B02764,40.68,-74.01,8
May,B02764,40.68,-74,23
May,B02764,40.68,-73.99,24
May,B02764,40.68,-73.98,33
May,B02764,40.68,-73.97,19
May,B02764,40.68,-73.96000000000001,24
May,B02764,40.68,-73.95,10
May,B02764,40.68,-73.94,4
May,B02764,40.68,-73.93,4
May,B02764,40.68,-73.92,1
May,B02764,40.68,-73.91,2
May,B02764,40.68,-73.78,1
May,B02764,40.69,-74.06,1
May,B02764,40.69,-74,23
May,B02764,40.69,-73.99,53
May,B02764,40.69,-73.98,27
May,B02764,40.69,-73.97,34
May,B02764,40.69,-73.96000000000001,33
May,B02764,40.69,-73.95,30
May,B02764,40.69,-73.94,21
May,B02764,40.69,-73.93,10
May,B02764,40.69,-73.92,6
May,B02764,40.69,-73.91,5
May,B02764,40.69,-73.86,2
May,B02764,40.69,-73.78,1
May,B02764,40.69,-73.76,1
May,B02764,40.7,-74.07000000000001,1
May,B02764,40.7,-74.06,1
May,B02764,40.7,-74.02,1
May,B02764,40.7,-74.01,37
May,B02764,40.7,-74,6
May,B02764,40.7,-73.99,36
May,B02764,40.7,-73.98,8
May,B02764,40.7,-73.97,10
May,B02764,40.7,-73.96000000000001,9
May,B02764,40.7,-73.95,9
May,B02764,40.7,-73.94,16
May,B02764,40.7,-73.93,19
May,B02764,40.7,-73.92,11
May,B02764,40.7,-73.91,8
May,B02764,40.7,-73.9,1
May,B02764,40.7,-73.84,1
May,B02764,40.7,-73.72,1
May,B02764,40.71,-74.02,40
May,B02764,40.71,-74.01,185
May,B02764,40.71,-74,33
May,B02764,40.71,-73.99,10
May,B02764,40.71,-73.98,8
May,B02764,40.71,-73.97,20
May,B02764,40.71,-73.96000000000001,43
May,B02764,40.71,-73.95,31
May,B02764,40.71,-73.94,29
May,B02764,40.71,-73.93,8
May,B02764,40.71,-73.92,12
May,B02764,40.71,-73.9,1
May,B02764,40.71,-73.85000000000001,1
May,B02764,40.71,-73.83,1
May,B02764,40.71,-73.82000000000001,1
May,B02764,40.71,-73.79,1
May,B02764,40.72,-74.07000000000001,1
May,B02764,40.72,-74.05,3
May,B02764,40.72,-74.04,7
May,B02764,40.72,-74.02,29
May,B02764,40.72,-74.01,235
May,B02764,40.72,-74,453
May,B02764,40.72,-73.99,231
May,B02764,40.72,-73.98,73
May,B02764,40.72,-73.97,8
May,B02764,40.72,-73.96000000000001,67
May,B02764,40.72,-73.95,42
May,B02764,40.72,-73.94,11
May,B02764,40.72,-73.93,1
May,B02764,40.72,-73.91,1
May,B02764,40.72,-73.9,1
May,B02764,40.72,-73.89,1
May,B02764,40.72,-73.88,1
May,B02764,40.72,-73.85000000000001,2
May,B02764,40.72,-73.84,1
May,B02764,40.730000000000004,-74.05,3
May,B02764,40.730000000000004,-74.04,3
May,B02764,40.730000000000004,-74.03,2
May,B02764,40.730000000000004,-74.01,125
May,B02764,40.730000000000004,-74,464
May,B02764,40.730000000000004,-73.99,361
May,B02764,40.730000000000004,-73.98,120
May,B02764,40.730000000000004,-73.97,6
May,B02764,40.730000000000004,-73.96000000000001,16
May,B02764,40.730000000000004,-73.95,10
May,B02764,40.730000000000004,-73.94,5
May,B02764,40.730000000000004,-73.9,2
May,B02764,40.730000000000004,-73.85000000000001,1
May,B02764,40.730000000000004,-73.83,1
May,B02764,40.730000000000004,-73.78,1
May,B02764,40.730000000000004,-73.7,1
May,B02764,40.74,-74.06,1
May,B02764,40.74,-74.05,1
May,B02764,40.74,-74.04,5
May,B02764,40.74,-74.03,2
May,B02764,40.74,-74.01,208
May,B02764,40.74,-74,313
