Input_Hours,Calibration_Hours,Total_Observations,Anomalies,Zero_Filled_Hours,Zero_Filled_Anomalies,Anomaly_Percent,Largest_Positive_Deviation,Largest_Negative_Deviation,Largest_Absolute_Deviation_Time,Largest_Score_Time,Threshold,Method,Calibration_Start,Calibration_End,Evaluation_Start,Evaluation_End,Calibration_Median,Calibration_MAD,Model_Selection
720,168,552,11,1,1,1.9927536231884055,952.4891666666658,-870.5487083333336,2014-09-13T18:00:00Z,2014-09-30T23:00:00Z,3.5,Absolute modified z-score of Random Forest residual; fixed prior 168-hour calibration,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,2014-09-08T00:00:00Z,2014-09-30T23:00:00Z,82.3532916666664,118.3792291666669,Lowest August validation RMSE among saved tuned ensembles; not September test RMSE
