DateTime,Observed,Expected,Residual,Residual_Percent,Anomaly_Score,Is_Anomaly,Direction,Calibration_Start,Calibration_End,Calibration_Median,Calibration_MAD,Threshold,Model,Zero_Filled
2014-09-10T01:00:00Z,310,234.03737500000005,75.96262499999995,32.45747607620361,0.03641212393364703,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T02:00:00Z,180,176.91750000000008,3.082499999999925,1.7423375302047133,0.4516614683629886,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T03:00:00Z,238,239.70087499999997,-1.700874999999968,-0.7095823075322392,0.4789157209168866,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T04:00:00Z,396,374.9378750000001,21.062124999999924,5.617497298719133,0.34921889579144877,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T05:00:00Z,792,748.1013750000004,43.89862499999958,5.868004854288572,0.21910328945761606,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T06:00:00Z,1353,1219.4042499999998,133.59575000000018,10.95582125451836,0.2919643349934526,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T07:00:00Z,1687,1514.0581666666674,172.94183333333262,11.422403520604451,0.5161466523265874,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T08:00:00Z,1785,1729.0110416666655,55.988958333334494,3.2382071012897877,0.15021615471958516,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T09:00:00Z,1434,1599.6499166666658,-165.64991666666583,-10.355385571603405,1.4130487519991164,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T10:00:00Z,1286,1347.7979166666662,-61.7979166666662,-4.58510255153851,0.8213308464977768,FALSE,Lower than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T11:00:00Z,1408,1268.4930833333335,139.50691666666648,10.997846066300305,0.3256444100913721,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T12:00:00Z,1372,1349.5122916666678,22.487708333332193,1.666358170443897,0.341096344621351,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
2014-09-10T13:00:00Z,1551,1452.6690000000006,98.33099999999945,6.7689886684440435,0.09103624494194786,FALSE,Higher than expected,2014-09-01T00:00:00Z,2014-09-07T23:00:00Z,82.3532916666664,118.3792291666669,3.5,Random Forest,FALSE
