Lat,Lon,Total_Trips,Cluster_ID,Neighborhood_Trips,Is_Core,X_Km,Y_Km,Cluster_Total_Trips,Cluster_Share,Center_Lat,Center_Lon
40.6,-74.06,13,0,196,FALSE,-6.738999937655816,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-74.05,1,0,234,FALSE,-5.896624945448391,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-74.03,1,0,767,FALSE,-4.211874961034735,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-74.02,20,0,1115,FALSE,-3.3694999688273097,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-74.01,150,0,1489,FALSE,-2.5271249766210806,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-74,307,0,2090,FALSE,-1.6847499844136549,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.99,464,0,2455,FALSE,-0.8423749922062288,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.98,225,0,3888,FALSE,0,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.97,1206,0,4458,FALSE,0.842374992207426,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.96,378,0,4776,FALSE,1.684749984414852,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.95,312,0,3340,FALSE,2.5271249766210806,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.94,276,0,2257,FALSE,3.369499968828506,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.93,54,0,1421,FALSE,4.211874961034735,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
40.6,-73.92,13,0,905,FALSE,5.054249953242161,-16.679262035029776,133098,2.9825040234158093,40.73026732182302,-73.90160761243595
